hometeam,awayteam,date,season,round,gf,ga,h_form_gf,h_form_ga,h_form_xg,h_form_xga,h_form_standard sot,h_form_kp,h_form_xa,h_form_poss_x,h_form_touches att pen,h_form_carries prgdist,h_form_progressive passing dist,h_form_tackles tklw,h_form_challenges tkl%,h_form_saves,a_form_gf,a_form_ga,a_form_xg,a_form_xga,a_form_standard sot,a_form_kp,a_form_xa,a_form_poss_x,a_form_touches att pen,a_form_carries prgdist,a_form_progressive passing dist,a_form_tackles tklw,a_form_challenges tkl%,a_form_saves,b365h,b365d,b365a,result_A,result_D,result_H
NOR,LEE,2021-10-31,2021-2022,10,1.0,2.0,-0.7327443903532139,0.4186095498720106,-0.1553484987713361,0.20606543326729126,-0.4177036771484622,-0.02121121521101282,-0.3129161175514421,-0.39128535329295816,-0.6026297116573623,-0.3269754759775506,-0.27964568456530126,0.5653826207921191,-0.05850690812456136,0.0021714169632688655,-0.3489597436114724,0.11158183247861739,-0.4625503410041695,0.06752342598581737,-0.03460119852421708,-0.04295942321217794,-0.5451092791643664,0.5163846083267515,-0.3828523225580266,0.10758552243131984,0.5139788183958063,0.9614708332110539,0.06846631657753754,0.20318258727730454,3.4,3.5,2.1,True,False,False
NOR,SOU,2021-11-20,2021-2022,12,2.0,1.0,-0.6559874610048657,0.4186095498720106,-0.2697962439169015,-0.004759360421908165,-0.43786696549710663,-0.173448671219169,-0.43365656159016275,-0.34433690700228353,-0.7237315383039352,-0.30824673838216515,-0.4613656074992396,0.36050940747198057,-0.12033156727270385,0.002171416963268862,-0.3489597436114725,0.11158183247861748,0.21208899880126864,0.4048430958885363,-0.7604795790754183,-0.12995225521683865,0.01215430870665184,-0.015697782967560924,0.01184992725302556,0.12549996708777555,-0.5839316686120947,0.19661083681586977,-0.7013504070090103,0.0021714169632688816,3.6,3.5,2.05,False,False,True
NOR,WOL,2021-11-27,2021-2022,13,0.0,0.0,-0.3489597436114724,0.11158183247861739,-0.48664460314007807,-0.14932493323735924,-0.3572138121025287,-0.3474343352284903,-0.5822601850224343,-0.5321306921649821,-0.7057905269488873,-0.513448558992475,-0.8401724972830786,0.08734512304512912,-0.5909967143359818,0.10267700212028667,-0.0419320262180793,-0.3489597436114725,-0.14932493323735888,-0.31798476818871874,-0.2765606587079509,-0.8693913272564544,-0.3222038440159591,-0.34433690700228353,-0.5084394020433614,-0.3641615201886782,-0.44581341847585626,0.08734512304512902,-0.7970789114964567,0.30368817243432245,3.5,3.3,2.15,False,True,False
NOR,MUN,2021-12-11,2021-2022,16,0.0,1.0,-0.5024736023081691,-0.19544588491477582,-0.4625503410041694,-0.4384560788682613,-0.2765606587079508,-0.2169450872214993,-0.3222038440159591,-0.5634296563587651,-0.49049839068831347,-0.3625329343108185,-0.7216796285334907,0.19661083681586972,-0.3795962669262044,0.20318258727730454,0.26509569117531395,0.4186095498720105,-0.004759360421907921,0.8144455521989811,0.28801141505409456,0.08752982479481308,0.34651246142926284,-0.01569778296756095,-0.4366753566231701,0.19064340220215942,-0.26066831105462496,0.19661083681586972,0.1376035698184712,0.1026770021202866,7.0,4.5,1.45,True,False,False
NOR,AVL,2021-12-14,2021-2022,17,0.0,2.0,-0.6559874610048656,-0.5024736023081691,-0.4143618167323525,-0.5348331274118954,-0.2765606587079508,-0.2604415032238297,-0.1736002205836876,-0.5790791384556567,-0.5622624361085047,-0.3913046181530048,-0.7053868590804223,-0.13118630449635202,-0.35433457824201725,0.1026770021202867,-0.5024736023081691,0.1115818324786173,-0.7516814866350716,0.18799473666535996,-0.6798264256808404,-0.5214199992378117,-0.47080746744823054,-0.6416770668432228,-0.18550119765250056,-0.6649070456334178,-0.5446809058387938,0.46977512124272114,0.1961043225607994,0.40419375759134013,3.3,3.3,2.25,True,False,False
NOR,ARS,2021-12-26,2021-2022,19,0.0,5.0,-0.6559874610048656,-0.19544588491477582,-0.583021651683712,-0.24570198178099326,-0.19590750531337292,-0.47792358323548134,-0.24790203229982338,-0.3599863890991751,-0.5981444588186002,-0.18881710733912768,-0.5961512457018958,0.19661083681586972,-0.134956755458286,0.20318258727730454,0.265095691175314,0.4186095498720105,-0.004759360421907921,0.7180685036553469,0.6912771820269842,0.1310262407971433,-0.13644931472561977,-0.12524415764580182,-0.38285232255802654,-0.0628731327846518,-0.3176930041403642,-1.2238434422037578,0.3955387069096461,0.9067216833764291,8.0,4.75,1.4,True,False,False
NOR,EVE,2022-01-15,2021-2022,22,2.0,1.0,-0.8095013197015621,0.26509569117531395,-0.7516814866350716,0.18799473666535985,-0.2765606587079509,-0.564916415240142,-0.32220384401595914,-0.5477801742618735,-0.7057905269488873,-0.28164650237712496,-0.5898563120495741,0.19661083681586972,-0.08044469040293455,0.0021714169632688573,-0.6559874610048656,0.4186095498720106,-0.6553044380914376,0.7421627657912554,-0.11525435191879496,-0.7389020792494634,-0.6565619967385701,-1.0798625655561864,-0.6699085042387918,-0.6225638128090683,-1.275263499722972,0.633673691898832,-0.12830894264665776,0.6052049279053758,3.75,3.5,2.0,False,False,True
NOR,CRY,2022-02-09,2021-2022,24,1.0,1.0,-0.8095013197015621,0.26509569117531395,-0.6312101759555291,0.09161768812172581,-0.3572138121025287,-0.564916415240142,-0.2850529381578913,-0.500831727971199,-0.6878495155938394,-0.30336098074858636,-0.44248080654227406,0.08734512304512916,0.07378456682684019,0.0021714169632688794,-0.5024736023081691,0.265095691175314,-0.7516814866350716,0.2602775230730853,-0.7604795790754182,-0.695405663247133,-0.13644931472561972,-0.5477801742618736,-0.8313776064342221,-0.8386228726051088,-0.6920564113460937,-0.07655344761098175,0.7970666007319905,0.10267700212028677,3.5,3.25,2.15,False,True,False
NOR,MCI,2022-02-12,2021-2022,25,0.0,4.0,-0.6559874610048657,0.4186095498720105,-0.9203413215864312,0.3325603094808109,-0.5991732722862626,-0.8693913272564544,-0.5822601850224344,-0.7042749952307891,-0.9390236745645091,-0.6925930055570312,-0.8190659550370583,-0.3497177320378332,-0.18813925795131176,0.20318258727730454,0.5721234085687071,-0.6559874610048657,0.9349168628785238,-0.9444355837223398,0.5299708752378283,1.0879473928484107,1.27528510788096,1.8622400686594252,1.4830128583669466,1.8849155771354318,1.6329958476497275,-0.513616302693944,0.7146337218678006,-0.600862093978838,15.0,8.0,1.16,True,False,False
NOR,BRE,2022-03-05,2021-2022,28,1.0,3.0,-0.6559874610048656,0.8791511259621003,-1.1130954186736992,0.9590111250144318,-0.7604795790754183,-0.8693913272564544,-0.9537692436031131,-1.0016151550717285,-1.0107877199847004,-0.7913938821471803,-1.107892322614179,-0.2950848751524628,-0.5098933980341176,0.20318258727730454,-0.8095013197015624,0.8791511259621003,-0.9926241079941567,0.35665457161671943,-0.5991732722862625,-0.7823984952517936,-0.6565619967385702,-0.8764192982965963,-0.7775545723690787,-0.986281325531046,-0.9956943875169129,-0.5682491595793142,-0.007318749475024056,1.107732853690465,2.9,3.1,2.5,True,False,False
NOR,CHE,2022-03-10,2021-2022,30,1.0,3.0,-0.502473602308169,1.032664984658797,-0.9926241079941567,0.9590111250144318,-0.43786696549710663,-0.6519092472448027,-1.028071055319249,-0.8451203341028132,-0.9390236745645091,-0.9569667797295732,-1.1849126873014113,-0.5682491595793142,-0.5963149645852844,0.1026770021202867,0.26509569117531395,-0.6559874610048657,-0.05294788469372498,-0.8962470594505229,-0.5991732722862625,-0.5649164152401418,-0.24790203229982338,0.5946320188112095,-0.22138322036259622,0.40398815220176737,0.7639247134144684,-0.07655344761098173,0.38224308128638973,-0.8018732642928738,11.0,4.75,1.3,True,False,False
NOR,BUR,2022-04-10,2021-2022,32,2.0,0.0,-0.34895974361147236,0.7256372672654038,-0.7757757487709801,0.7903512900630724,-0.43786696549710663,-0.6519092472448026,-0.990920149461181,-0.8764192982965963,-0.7954955837241264,-0.977052672223175,-1.0838234586494189,-0.5136163026939439,-0.564405463089469,0.40419375759134013,-0.3489597436114724,-0.19544588491477582,-0.9685298458582482,-0.10113640896554225,-1.002439039259152,-0.825894911254124,-1.028071055319249,-0.9703161908779455,-0.9210826632094612,-1.4428282332910212,-0.870906585115003,-0.3497177320378332,0.1708426338766123,-0.098334168193749,2.87,3.2,2.55,False,False,True
NOR,NEW,2022-04-23,2021-2022,34,0.0,3.0,-0.34895974361147236,0.5721234085687072,-0.6071159138196206,1.055388173558066,-0.19590750531337292,-0.26044150322382953,-0.9537692436031131,-0.8138213699090299,-0.7237315383039351,-0.761536474386421,-1.176766302574877,-0.45898344580857364,-0.669440905513195,0.3036881724343224,-0.3489597436114724,0.11158183247861739,-0.48664460314007796,-0.14932493323735924,0.12670510826493886,-0.17344867121916901,-0.28505293815789123,-0.3756358711960667,-0.1496191749424049,-0.6155066073383434,-0.1936457821681393,-0.5682491595793142,0.09771669294870167,-0.5003565088218203,3.5,3.3,2.15,True,False,False
NOR,WHU,2022-05-08,2021-2022,36,0.0,4.0,-0.5024736023081691,0.8791511259621003,-0.5589273895478035,1.199953746373517,-0.11525435191879504,-0.2604415032238296,-0.8423165260289096,-0.5634296563587652,-0.6878495155938396,-0.555248929857538,-0.9764392963451047,-0.2950848751524628,-0.5909967143359819,0.3036881724343224,-0.6559874610048656,0.265095691175314,-0.7757757487709802,1.0071996492862492,-0.8411327324699963,-1.0868734072681059,-0.7680147143127737,-0.6103781026494399,-0.7954955837241264,-0.5074770774403231,-0.3806423406635828,-0.8414134440061659,-0.09506987858851647,-0.09833416819374896,4.5,3.8,1.75,True,False,False
NOR,TOT,2022-05-22,2021-2022,38,0.0,5.0,-0.5024736023081691,0.8791511259621003,-0.4625503410041695,0.8144455521989811,-0.19590750531337295,-0.39093075123082055,-0.7680147143127738,-0.43823379958363284,-0.7237315383039352,-0.3191039775678958,-0.9134899598218862,-0.24045201826709253,-0.46867695860202263,0.002171416963268902,0.2650956911753139,-0.5024736023081691,-0.17341919537326736,-0.36617329246053576,-0.43786696549710663,-0.34743433522849043,-0.3222038440159591,-0.015697782967560903,-0.346970299847931,0.6830191992750458,-0.34694593111291877,-0.13118630449635188,-0.23866263531968618,-0.09833416819374904,9.5,6.5,1.25,True,False,False
SHU,WOL,2020-09-14,2020-2021,1,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,3.1,2.37,True,False,False
SHU,LEE,2020-09-27,2020-2021,3,0.0,1.0,-1.1165290370949554,0.4186095498720106,-0.486644603140078,-0.00475936042190827,-1.3250516528374636,-0.3474343352284903,0.3836633672873308,0.39118875155161925,0.40655217706407754,-0.705621692579908,0.3780823095486226,-0.18581916138172228,-0.6667817803885437,-0.5003565088218203,1.1861788433554936,1.9537481368389766,-1.3299437778968757,1.5613676784121449,-0.5185201188916846,-1.4348447352867486,-0.9166183377450452,0.07819910961378829,-0.939023674564509,-0.2414747173899215,-0.016276769258599853,2.8189879673136433,-0.3875736423001582,-0.5003565088218203,2.7,3.3,2.62,True,False,False
SHU,FUL,2020-10-18,2020-2021,5,1.0,1.0,-1.1165290370949554,0.034824903130269064,-0.245701981780993,-0.12523067110145075,-0.7201530023781293,0.19627086480063882,0.19790883799699133,-0.35216164805072925,0.4514047054516971,-0.2916894486239259,-0.20882768097668028,0.08734512304512915,-0.21473050919782466,0.7559633056409025,0.03482490313026909,0.8023941966137521,-0.12523067110145042,-0.12523067110145075,-0.3168872354052398,-0.23869329522266447,-0.6379865438095362,0.039075404371559416,-0.8044660894016503,0.5280321098987404,0.10314182502809428,0.36050940747198057,-0.2114066027920105,0.2534353798558134,2.1,3.3,3.7,False,True,False
SHU,MCI,2020-10-31,2020-2021,7,0.0,1.0,-0.8606726059337945,-0.09310331245031145,-0.04491646398175545,-0.04491646398175572,-0.38409819656738803,0.015035798124262442,-0.11168204415357441,-0.44345029361592997,0.017830264371374766,-0.393476065990151,-0.34089785760382524,-0.0037096384304879937,-0.4008692679234149,0.8397179599384174,0.16275311871084955,-0.3489597436114725,-0.04491646398175547,-0.3661732924605358,0.4224333373783911,0.6674820381592174,0.012154308706651795,0.8606732144583656,0.7354707185732875,1.6576373701808034,0.748372524391085,-0.9142572531866594,-0.1393886306660381,-0.33284720022679054,9.5,6.0,1.28,True,False,False
SHU,WHU,2020-11-22,2020-2021,9,0.0,1.0,-0.9246367137240847,-0.15706742024060172,-0.30593763712076427,0.02535846724797746,-0.6193365606349069,-0.3474343352284903,-0.4057933821966118,-0.6260275847463314,-0.22138322036259617,-0.39415464343925916,-0.5383859721864719,0.08734512304512915,-0.3842497358943443,1.1328592499797194,0.4186095498720106,0.22671722650113985,0.17594760559740585,-0.15534849877133633,-0.21607079366201742,-0.40180485523140325,-0.4986706468417816,-1.0368264897897346,-0.4680721264945037,-0.442333642325939,-0.5976324065612658,-1.0053120146622765,-0.705006704055406,-0.6259884902680926,3.0,3.25,2.4,True,False,False
SHU,LEI,2020-12-06,2020-2021,11,1.0,2.0,-0.9630151783982589,-0.19544588491477585,-0.3661732924605355,0.1879947366653599,-0.43786696549710663,-0.39093075123082066,-0.47080746744823065,-0.4851822458743074,-0.3469702998479309,-0.2599320240056636,-0.45433009341723285,0.3058765505866103,-0.10171769140014497,0.8062160982194115,0.8791511259621003,-0.19544588491477582,0.9349168628785238,0.043429163849908914,0.04605195487036079,-0.9128877432587845,-0.39650565573209484,-0.5790791384556568,-0.7057905269488873,-0.39401892794943755,-0.5524570003504854,-0.4589834458085737,0.40484564484592556,0.5046993427483579,3.8,3.5,1.95,True,False,False
SHU,MUN,2020-12-17,2020-2021,13,2.0,3.0,-0.8095013197015624,-0.19544588491477585,-0.5589273895478035,0.1879947366653599,-0.43786696549710663,-0.564916415240142,-0.6565619967385701,-0.8607698161997046,-0.6340264815286961,-0.3386470081022111,-0.8538732352322498,0.03271226615975884,-0.1814914451396836,0.8062160982194115,1.3396927020521903,-0.041932026218079246,0.5012201444321708,-0.17341919537326766,0.6912771820269842,0.5659904008204466,-0.13644931472561975,0.23469393058270374,-0.04197310681211799,0.28292993528087035,0.4591758665991218,-0.4043505889232034,-1.1414356151387985,0.0021714169632688573,7.0,4.6,1.44,True,False,False
SHU,EVE,2020-12-26,2020-2021,15,0.0,1.0,-0.5024736023081691,0.11158183247861735,-0.5348331274118949,0.35665457161671943,-0.2765606587079508,-0.6954056632471329,-0.5451092791643665,-0.7981718878121384,-0.7237315383039352,-0.627449570442647,-0.7498216848615179,0.14197797993049943,-0.10703594164944752,0.5046993427483579,-0.04193202621807921,-0.04193202621807921,0.11571195025763459,0.019334901714000364,0.28801141505409456,-0.2169450872214993,0.3093615555711949,-4.830087066947098e-05,-0.3290292884928831,0.35187340411026014,-0.06293333632875012,0.5244079781280914,-0.971251607161116,-0.09833416819374899,4.2,3.6,1.85,True,False,False
SHU,NEW,2021-01-12,2020-2021,18,1.0,0.0,-0.6559874610048656,0.11158183247861735,-0.6071159138196205,0.1639004745294514,-0.5991732722862625,-0.695405663247133,-0.43365656159016275,-0.7668729236183554,-0.6340264815286961,-0.5997636105190339,-0.6746527712484981,0.14197797993049943,-0.16021844414247324,0.20318258727730454,-0.3489597436114724,0.4186095498720105,-0.7998700109068885,0.1639004745294513,-0.3572138121025287,-0.825894911254124,-0.9909201494611809,-1.1424604939437526,-1.1722568221801306,-0.9368808872359715,-0.7724093879669081,-0.7321477302354251,-0.7079982198206387,0.40419375759134013,2.45,3.1,3.1,False,False,True
SHU,TOT,2021-01-17,2020-2021,19,1.0,3.0,-0.5024736023081691,-0.04193202621807925,-0.22160771964508438,-0.0770421468296337,-0.43786696549710663,-0.21694508722149924,-0.09929840886755183,-0.2973884607116089,-0.20344220900754842,-0.42061916395447774,-0.28288572394517286,-0.24045201826709256,-0.04587606378246783,-0.19883975335076676,-0.5024736023081691,-0.5024736023081691,-0.6071159138196205,-0.4625503410041697,-0.3572138121025287,-0.6084128312424723,-0.7308638084547059,-0.4069348353898497,-0.8852006404993655,-0.27784646866211926,-0.4587735759953424,-0.18581916138172222,-0.34103895261876077,0.8062160982194115,6.25,3.75,1.6,True,False,False
SHU,WBA,2021-02-02,2020-2021,22,2.0,1.0,-0.3489597436114725,0.26509569117531395,-0.22160771964508438,-0.3420790303246273,-0.4378669654971067,-0.04295942321217796,-0.06214750300948394,-0.4225843174867413,-0.14961917494240495,-0.7083360023763408,-0.4835830203897874,-0.4043505889232034,-0.23334438507038366,-0.19883975335076676,-0.04193202621807927,0.11158183247861737,-0.6071159138196206,0.23618326093717695,-0.7604795790754183,-0.9128877432587845,-1.1395237728934524,-1.189408940234427,-1.0646107540498435,-1.1122253000855218,-1.0249473144894674,0.08734512304512915,-0.3423685151810864,0.40419375759134013,2.0,3.3,4.0,False,False,True
SHU,CHE,2021-02-07,2020-2021,23,1.0,2.0,-0.19544588491477582,0.11158183247861739,0.04342916384990918,-0.29389050605281025,-0.0346011985242171,0.3050119048064647,0.19790883799699127,0.15644652009824603,0.155378018093408,-0.30281811878929993,0.08333129853402248,-0.021920590725611432,0.48727852371011543,-0.09833416819374893,-0.5024736023081691,-0.04193202621807921,0.11571195025763466,-0.4384560788682613,-0.3572138121025287,0.6094868168227771,0.2722106497131268,0.8763226965552573,0.6039033019696035,1.0119935466026857,0.9268524079451519,-0.40435058892320336,-0.4833021467876047,-0.09833416819374899,7.0,4.5,1.45,True,False,False
SHU,LIV,2021-02-28,2020-2021,26,0.0,2.0,-0.3489597436114724,-0.04193202621807922,-0.17341919537326736,-0.36617329246053565,-0.2765606587079509,0.08752982479481304,-0.13644931472561966,0.03125066332311364,0.02979093860807327,-0.30878960034145175,-0.06996885041075696,-0.24045201826709253,0.19078607231149672,-0.5003565088218203,-0.04193202621807918,-0.19544588491477585,0.5012201444321707,-0.7998700109068888,-0.034601198524217044,0.17452265679947365,1.0152287668744848,1.048466999621064,0.8909594836503686,0.8643350936767481,1.1479156662061019,-0.7867805871207953,-0.4593700206657432,-0.701367679135856,8.0,5.0,1.36,True,False,False
SHU,AVL,2021-03-03,2020-2021,29,1.0,0.0,-0.3489597436114724,0.11158183247861739,-0.3420790303246269,0.11571195025763445,-0.19590750531337292,0.0440334087924827,-0.24790203229982333,-0.031347265064452554,-0.11373715223230932,-0.42550492158805653,-0.014055027969545131,-0.29508487515246284,0.335708391604992,0.002171416963268946,-0.5024736023081691,-0.3489597436114724,-0.679398700227346,0.4530316201603535,0.12670510826493886,-0.564916415240142,-0.693712902596638,-0.6886255131338975,-0.5622624361085048,-0.8435086302386875,-0.5198714614443487,-0.5136163026939442,-0.5630759005271434,0.3036881724343223,3.75,3.4,2.05,False,False,True
SHU,SOU,2021-03-06,2020-2021,27,0.0,2.0,-0.3489597436114724,0.11158183247861739,-0.631210175955529,0.5253144065680789,-0.2765606587079509,-0.26044150322382964,-0.5079583733062986,-0.6103781026494398,-0.5981444588186005,-0.7740222994500113,-0.5117250767178145,-0.021920590725611422,0.09372800526172478,0.10267700212028677,-0.8095013197015624,1.6467204194455831,-0.7516814866350715,0.7421627657912555,-0.5185201188916846,-0.8693913272564544,-0.8794674318869774,0.14079703800135449,-0.4366753566231701,-0.2479890609013599,-0.5787476056043003,0.14197797993049943,-0.007318749475024156,-0.19883975335076678,3.6,3.5,2.0,True,False,False
SHU,ARS,2021-04-11,2020-2021,31,0.0,3.0,-0.5024736023081691,-0.04193202621807921,-0.679398700227346,0.7421627657912555,-0.5185201188916846,-0.47792358323548123,-0.4336565615901627,-0.48518224587430747,-0.6160854701736482,-0.8538230074651318,-0.29214297931623434,-0.021920590725611422,-0.024603062785257535,0.4041937575913403,0.11158183247861739,0.11158183247861735,0.18799473666536015,-0.10113640896554217,-0.35721381210252867,-0.08645583921450832,0.16075793213892334,0.5789825367143179,0.4424341997741731,0.8757351948217655,0.11480596679563182,-0.7867805871207955,-0.32375463930852744,0.5046993427483579,6.5,3.75,1.57,True,False,False
SHU,BHA,2021-04-24,2020-2021,33,1.0,0.0,-0.8095013197015621,0.265095691175314,-0.9203413215864311,0.766257027927164,-0.8411327324699963,-0.7823984952517937,-0.8051656201708417,-0.8451203341028132,-0.9390236745645091,-1.1067966804926566,-0.6331802671861423,-0.24045201826709256,-0.5285072739066765,0.30368817243432245,-0.5024736023081691,-0.3489597436114725,-0.2697962439169015,-0.3902675545964442,-0.19590750531337292,-0.7389020792494633,-0.8051656201708415,-0.2660894965178257,-0.741672549658983,-0.5628489972875496,-0.22956393300785818,-0.349717732037833,-0.05385343915642168,0.40419375759134013,5.25,3.4,1.75,False,False,True
SHU,CRY,2021-05-08,2020-2021,35,0.0,2.0,-0.8095013197015621,-0.04193202621807921,-0.8962470594505225,0.8626340764707979,-0.8411327324699963,-0.7823984952517937,-0.8051656201708417,-0.8451203341028132,-1.0466697426947962,-1.1116824381262354,-0.7205687578889635,0.14197797993049943,-0.541802899529933,0.7057105130623936,-0.34895974361147253,0.4186095498720106,-1.0890011565377908,0.959011125014432,-0.5991732722862625,-0.8693913272564544,-0.7680147143127738,-1.0642130834592947,-1.0646107540498437,-0.8288513573379512,-0.47432576501872586,0.25124369370124,0.39155001922266913,0.40419375759134013,3.0,3.2,2.45,True,False,False
SHU,BUR,2021-05-23,2020-2021,38,1.0,0.0,-0.8095013197015621,-0.04193202621807921,-0.8962470594505225,0.6939742415194384,-1.002439039259152,-0.8693913272564544,-0.8423165260289094,-0.6886255131338977,-0.9569646859195571,-0.9461095405438427,-0.7061274395101074,0.41514226435735085,-0.5737124010257485,0.605204927905376,0.5721234085687071,-0.04193202621807921,-0.07704214682963341,0.1398062123935429,0.20735826165951665,-0.04295942321217798,-0.09929840886755174,-0.985965672974837,-0.4366753566231701,-1.2669409584821842,-0.9368182433569615,-0.2950848751524629,-0.89679610367088,0.3036881724343224,2.8,3.6,2.4,False,False,True
SHU,CRY,2023-08-12,2023-2024,1,0.0,1.0,-0.8095013197015621,-0.04193202621807921,-0.9926241079941566,0.40484309588853645,-0.9217858858645741,-0.825894911254124,-0.8051656201708417,-0.4538832816805244,-0.7596135610140309,-0.753393544997123,-0.433593841386055,0.6336736918988319,-0.2931747003750377,0.5046993427483581,0.2650956911753139,-0.1954458849147757,-0.07704214682963348,-0.31798476818871885,-0.11525435191879493,-0.34743433522849027,-0.47080746744823065,-0.03134726506445262,0.029790938608073265,-0.3153039438528901,-0.4839533106046299,0.30587655058661023,-0.33173201468248126,0.10267700212028674,3.0,3.3,2.38,True,False,False
SHU,MCI,2023-08-27,2023-2024,3,1.0,2.0,-0.8095013197015621,-0.19544588491477582,-1.0408126322659736,0.40484309588853645,-1.002439039259152,-0.8693913272564542,-1.028071055319249,-0.7512234415214639,-0.7954955837241264,-0.7881367103914612,-0.7657441640997439,0.6336736918988319,-0.49792733497318686,0.7057105130623937,0.2650956911753139,-0.6559874610048657,0.3807488337526282,-0.3420790303246272,0.3686645684486726,0.3050119048064648,0.9409269551583488,1.0171680354272814,0.29890610893379066,1.0337080249741468,0.8631624909922483,-0.6775148733500549,0.0046473135859065986,-0.29934533850778455,13.0,8.0,1.17,True,False,False
SHU,EVE,2023-09-02,2023-2024,4,2.0,2.0,-0.6559874610048656,-0.34895974361147236,-0.9444355837223396,0.8385398143348896,-1.0830921926537298,-0.956384159261115,-0.9166183377450452,-1.1268110118468608,-0.7596135610140309,-1.036224625785407,-0.9245986662671601,0.633673691898832,-0.5870080266490051,1.208238438847483,0.11158183247861735,0.11158183247861739,0.332560309480811,1.1035766978298833,0.1267051082649388,0.13102624079714326,0.2350597438550591,-0.782522405715247,-0.041973106812117925,-0.7485077873635442,-0.663544064803224,0.03271226615975887,-0.47798389653830203,0.0021714169632688373,2.9,3.25,2.5,False,True,False
SHU,NEW,2023-09-24,2023-2024,6,0.0,8.0,-0.5024736023081691,-0.04193202621807922,-0.8239642730427971,0.959011125014432,-0.7604795790754182,-0.8693913272564544,-0.8423165260289094,-0.9077182624903791,-0.49049839068831363,-0.9553381938517136,-0.6091114032213822,0.25124369370124,-0.3862440797378328,1.208238438847483,0.11158183247861739,0.11158183247861744,0.21208899880126858,0.0916176881217258,-0.3572138121025286,-0.1299522552168387,-0.43365656159016275,-0.07829571135512725,0.10155498402826457,-0.28056077845855193,0.1325798971080701,-0.5682491595793142,-0.20010532101224254,0.00217141696326886,7.0,4.75,1.44,True,False,False
SHU,MUN,2023-10-21,2023-2024,9,1.0,2.0,-0.5024736023081691,0.8791511259621003,-0.77577574877098,1.4168021055966937,-0.6798264256808404,-0.7823984952517936,-0.8423165260289094,-1.0329141192655116,-0.5622624361085048,-1.1247111251491122,-0.7901833182793464,-0.131186304496352,-0.5285072739066766,1.3087440240045007,-0.6559874610048657,-0.19544588491477582,-0.10113640896554203,0.09161768812172566,-0.03460119852421718,0.9139617288390893,0.4951160848615343,0.04690014542000522,0.38861116570902965,0.32038741047164104,0.17701472288916556,0.25124369370124006,-0.13495675545828595,0.303688172434322,6.5,5.25,1.4,True,False,False
SHU,WOL,2023-11-04,2023-2024,11,2.0,1.0,-0.502473602308169,1.1861788433554934,-0.5589273895478034,1.4168021055966937,-0.5185201188916845,-0.7823984952517936,-0.8423165260289094,-1.1111615297499693,-0.5802034474635527,-1.335884427311574,-0.9401508552905437,-0.4043505889232034,-0.8994552287955313,1.3087440240045007,-0.19544588491477596,-0.19544588491477574,0.1157119502576347,0.30846604734490246,0.046051954870360755,0.3485083208087949,0.12360702628085549,0.2659928947764868,0.10155498402826449,0.5217891973669453,0.0588921443544199,0.5244079781280913,0.3037988901091765,0.605204927905376,3.8,3.5,2.0,False,False,True
SHU,BOU,2023-11-25,2023-2024,13,1.0,3.0,-0.19544588491477577,1.1861788433554936,-0.43845607886826093,1.2481422706453342,-0.5185201188916846,-0.695405663247133,-0.7680147143127738,-1.0016151550717285,-0.40079333391307453,-1.2984269521208032,-0.9308935999194821,-0.4043505889232034,-0.388903204862484,0.8062160982194115,-0.3489597436114725,1.493206560748887,-0.22160771964508438,1.2240480085094254,-0.35721381210252867,-0.43442716723315095,-0.3222038440159591,-0.7512234415214637,-0.18550119765250053,-0.25396054245351174,-0.8627602003884689,-0.2950848751524628,0.0418750653310247,0.5046993427483579,3.2,3.5,2.2,True,False,False
SHU,LIV,2023-12-06,2023-2024,15,0.0,2.0,-0.1954458849147758,1.33969270205219,-0.4143618167323524,1.103576697829883,-0.43786696549710663,-0.47792358323548123,-0.7308638084547059,-0.6103781026494398,-0.27520625442773977,-1.2338263789657056,-0.7124223731624293,-0.021920590725611432,-0.4513926452917893,0.9067216833764296,0.11158183247861726,-0.04193202621807916,0.5494086687039877,0.04342916384990888,-0.03460119852421707,0.5659904008204466,1.2381342020228918,0.2972918589702701,0.3886111657090295,0.39693094673104234,0.7891044480237559,0.1966108368158698,-0.41682401867132235,0.20318258727730446,12.0,7.5,1.2,True,False,False
SHU,BRE,2023-12-09,2023-2024,16,1.0,0.0,-0.5024736023081691,1.3396927020521903,-0.4625503410041695,0.9108226007426152,-0.9217858858645741,-0.6519092472448026,-0.693712902596638,-0.9390172266841624,-0.5263804133984091,-1.3679132829094796,-1.3037758462658418,0.3058765505866103,-0.47665433397597656,1.107732853690465,-0.3489597436114724,0.11158183247861739,0.18799473666536023,-0.004759360421908288,-0.5991732722862626,-0.17344867121916901,0.04930521456471961,-0.6573265489401144,-0.11373715223230929,-0.434190712936641,-0.6279962041783478,0.36050940747198074,-0.03523956328386246,0.5046993427483578,4.2,3.8,1.75,False,False,True
