hometeam,awayteam,date,season,round,gf,ga,h_form_gf,h_form_ga,h_form_xg,h_form_xga,h_form_standard sot,h_form_kp,h_form_xa,h_form_poss_x,h_form_touches att pen,h_form_carries prgdist,h_form_progressive passing dist,h_form_tackles tklw,h_form_challenges tkl%,h_form_saves,a_form_gf,a_form_ga,a_form_xg,a_form_xga,a_form_standard sot,a_form_kp,a_form_xa,a_form_poss_x,a_form_touches att pen,a_form_carries prgdist,a_form_progressive passing dist,a_form_tackles tklw,a_form_challenges tkl%,a_form_saves,b365h,b365d,b365a,result_A,result_D,result_H
BRE,EVE,2023-09-23,2023-2024,6,1.0,3.0,0.11158183247861744,-0.3489597436114724,0.9108226007426155,-0.24570198178099303,0.36866456844867246,0.348508320808795,0.7180215200099415,-0.17219260393647653,1.0165465631357034,-0.5433059667532343,0.5291607172043473,0.19661083681586974,-0.3064703259982942,0.20318258727730446,0.4186095498720105,0.4186095498720106,0.8385398143348898,1.272236532781243,0.2073582616595167,0.2615154888041343,0.3836633672873307,-0.6260275847463314,0.1374370067383603,-0.48196256535385584,-0.4050814948431854,0.5244079781280915,-0.13894544314526286,0.40419375759134013,1.8,3.8,4.2,True,False,False
BRE,BUR,2023-10-21,2023-2024,9,3.0,0.0,-0.04193202621807919,0.11158183247861739,0.3325603094808113,0.1639004745294515,-0.19590750531337292,-0.12995225521683865,0.6808706141518737,-0.10959467554891031,0.5859622906145556,-0.39347606599015095,0.5498969692355251,0.4151422643573509,-0.3397093900564353,0.1026770021202866,-0.5024736023081691,-0.19544588491477585,-0.6071159138196205,0.428937358024445,-0.6798264256808404,-0.7389020792494633,-0.28505293815789123,-0.5790791384556567,-0.4007933339130744,-0.7132217600099195,-0.6550273898618475,-0.7321477302354251,0.14824007031707623,0.8062160982194115,1.83,3.75,4.2,False,False,True
BRE,WHU,2023-11-04,2023-2024,11,3.0,2.0,0.26509569117531406,0.11158183247861739,0.7662570279271643,0.043429163849908956,0.2073582616595166,0.13102624079714337,1.0895305785906204,0.12514755590446294,0.944782517715512,-0.22736030644847155,0.5739658332002853,0.4151422643573509,-0.025932625347583265,0.0021714169632687684,0.11158183247861737,0.4186095498720106,0.06752342598581744,0.5012201444321704,-0.115254351918795,-0.2604415032238297,0.08645612042278769,-0.7825224057152468,-0.024032095457070152,-0.7300504807478021,-0.5380156819716293,0.9068379763256832,0.3809135187240641,0.5046993427483579,2.05,3.6,3.5,False,False,True
BRE,ARS,2023-11-25,2023-2024,13,0.0,1.0,0.4186095498720107,0.11158183247861739,0.5975971929758048,0.1639004745294515,0.12670510826493872,0.21801907280180402,0.9780778610164166,0.5476835725205348,1.1062516199109425,0.22104367192220548,0.8464994313243375,0.08734512304512916,0.29316238961057134,-0.3998509236648025,0.11158183247861744,-0.6559874610048657,0.23618326093717731,-0.6793987002273464,-0.4378669654971065,0.08752982479481294,-0.024996597151416142,0.751126839780125,0.4244931884191255,0.2661012145429876,0.5406397138644636,-0.34971773203783313,0.2093999481840559,-0.8018732642928736,4.5,3.75,1.75,True,False,False
BRE,LUT,2023-12-02,2023-2024,14,3.0,1.0,0.26509569117531406,0.11158183247861739,0.6216914551117133,0.35665457161671954,0.12670510826493872,0.08752982479481304,0.9409269551583488,0.1877454842920291,0.9268415063604643,-0.09055909270826504,0.22070896824057612,0.25124369370124,0.7159632844301262,-0.5003565088218203,-0.3489597436114724,0.11158183247861739,-0.5830216516837121,1.0312939114221575,-0.6798264256808404,-0.6519092472448027,-0.7308638084547059,-1.330254279106451,-0.5263804133984091,-0.809308326803636,-1.0901183923017406,0.19661083681586974,0.7757935997347802,0.20318258727730454,1.45,4.5,6.5,False,False,True
BRE,AVL,2023-12-17,2023-2024,17,1.0,2.0,0.4186095498720107,-0.04193202621807922,0.6698799793835304,-0.10113640896554207,0.0460519548703608,0.08752982479481304,0.5322669907196023,0.31294134106716154,0.8012544268751295,0.1303857247213543,-0.016647059473442284,-0.07655344761098166,0.5577453395133745,-0.8018732642928738,-0.19544588491477577,-0.19544588491477585,-0.19751345750917595,0.16390047452945128,0.046051954870360824,0.26151548880413433,0.45796517900346645,0.3598897873578363,0.3886111657090296,0.3909594651788907,0.4854664718529366,-0.0765534476109817,0.03655681508172216,0.30368817243432245,3.2,3.75,2.1,True,False,False
BRE,WOL,2023-12-27,2023-2024,19,1.0,4.0,0.4186095498720107,-0.19544588491477582,0.5494086687039879,-0.2216077196450846,0.12670510826493872,-0.08645583921450832,0.23505974385505918,-0.046996747161344075,0.7294903814549383,-0.3402755939800707,-0.5491243884169033,-0.021920590725611387,0.3955387069096459,-0.8018732642928738,-0.19544588491477596,0.5721234085687072,-0.149324933237359,0.3325603094808108,-0.034601198524217155,0.08752982479481293,0.01215430870665184,0.2190444484858122,0.04773194996312104,0.23352949698579573,-0.16143053347684524,0.14197797993049938,0.8369534776017599,-0.39985092366480235,1.95,3.5,4.2,True,False,False
BRE,NFO,2024-01-20,2023-2024,21,3.0,2.0,0.11158183247861742,0.4186095498720106,0.33256030948081133,0.09161768812172592,-0.2765606587079508,-0.2169450872214993,0.5322669907196022,0.10949807380757137,0.5141982451943644,-0.13127373965475503,-0.1925349115236119,-0.13118630449635196,0.22934338661894033,-0.8018732642928738,-0.19544588491477582,0.8791511259621002,0.043429163849909094,0.9831053871503407,-0.5185201188916846,-0.695405663247133,-0.5079583733062984,-1.0798625655561864,-0.634026481528696,-0.6030207822747531,-0.4680308313664039,0.1966108368158697,0.1841382594998686,0.20318258727730446,1.91,3.6,4.0,False,False,True
BRE,MCI,2024-02-05,2023-2024,23,1.0,3.0,0.11158183247861742,0.4186095498720106,0.26027752307308577,-0.052947884693725134,-0.19590750531337292,-0.30393791922616,0.6437197082938059,-0.04699674716134412,0.3168471202888384,-0.3869617224787126,-0.2799234022264331,0.25124369370124,-0.09506987858851679,-0.701367679135856,0.7256372672654037,0.26509569117531395,0.8385398143348898,0.18799473666535974,1.1751961023944517,0.6094868168227772,0.9409269551583488,1.064116481717956,1.052428585845799,1.428368669375457,0.5150896890403336,-0.24045201826709253,0.4766420232115102,0.1026770021202867,7.0,4.75,1.4,True,False,False
BRE,LIV,2024-02-17,2023-2024,25,1.0,4.0,0.265095691175314,0.7256372672654038,0.2361832609371773,0.0675234259858174,-0.115254351918795,-0.43442716723315095,0.5694178965776702,-0.1878420860333681,0.352729142998934,-0.3565614527586666,-0.19697839410172144,0.14197797993049943,-0.08842206577688858,0.20318258727730446,0.5721234085687071,-0.5024736023081691,-0.10113640896554196,0.33256030948081083,0.5299708752378284,0.609486816822777,0.3465124614292625,1.3458071594620038,0.3527291429989338,0.5456751235755526,1.0464561473392673,0.25124369370124006,-0.011307437162001022,-0.600862093978838,5.5,4.33,1.57,True,False,False
BRE,CHE,2024-03-02,2023-2024,27,2.0,2.0,-0.04193202621807923,1.1861788433554936,-0.12523067110145028,0.6939742415194384,-0.115254351918795,-0.6519092472448026,0.3465124614292628,-0.6573265489401146,0.011849927253025494,-0.6893358338013119,-0.42137426429625363,-0.021920590725611387,-0.3623119536159713,0.6052049279053756,0.265095691175314,0.4186095498720105,-0.028853622557816493,0.6457857172476215,0.36866456844867257,-0.3039379192261599,0.16075793213892337,0.3598897873578362,-0.346970299847931,0.22592942955578418,0.7717008079261601,0.3605094074719804,0.5125402123943027,0.9067216833764291,3.1,3.75,2.15,False,True,False
BRE,MUN,2024-03-30,2023-2024,30,1.0,1.0,0.11158183247861739,1.1861788433554936,0.1879947366653603,0.7903512900630725,0.046051954870360824,-0.3039379192261599,0.45796517900346645,-0.6729760310370061,0.06567296131816895,-0.7094217262949136,-0.1058870012504757,-0.2950848751524628,-0.2732312619401531,0.6052049279053756,0.4186095498720105,0.4186095498720106,0.4771258822962621,0.7903512900630724,0.44931772184325036,0.4355011528134557,-0.17360022058368757,-0.5321306921649821,0.22714206351359917,0.04569925907265489,-0.47950982802652026,0.25124369370124,-0.015296124848978004,0.40419375759133996,3.0,3.8,2.2,False,True,False
BRE,BHA,2024-04-03,2023-2024,31,0.0,0.0,0.11158183247861737,0.7256372672654038,0.42893735802444527,0.35665457161671943,0.12670510826493872,0.2180190728018041,0.16075793213892348,-0.8764192982965963,0.6756673473897947,-1.0031100462689284,-0.3284314203707956,-0.18581916138172225,0.1216488190705631,0.9067216833764291,-0.0419320262180794,0.5721234085687071,-0.05294788469372484,0.573502930839896,-0.03460119852421719,-0.21694508722149922,0.19790883799699127,0.7980752860707996,0.2630240862236949,0.9701931757376222,0.817987084781468,0.5790408350134617,0.4274482084054615,0.20318258727730448,2.38,3.8,2.75,False,True,False
BRE,SHU,2024-04-13,2023-2024,33,2.0,0.0,-0.3489597436114725,0.4186095498720106,0.28437178520899425,0.3325603094808109,-0.11525435191879499,0.08752982479481312,0.012154308706651929,-1.095512047653078,0.4603752111292209,-1.2316549311285594,-0.5087627549990748,-0.13118630449635194,0.0804323796384681,1.409249609161518,0.11158183247861739,0.4186095498720107,-0.5107388652759866,0.5494086687039874,0.12670510826493872,-0.7389020792494632,-0.9537692436031131,-1.4241511716878001,-0.6878495155938393,-1.3934277949959466,-1.5115086567924627,1.3985336882940158,0.21604776099568412,0.6052049279053756,1.44,5.0,6.5,False,False,True
BRE,FUL,2024-05-04,2023-2024,36,0.0,0.0,-0.19544588491477585,-0.04193202621807921,0.2843717852089943,0.01933490171400034,0.12670510826493875,0.3050119048064648,0.27221064971312714,-0.7042749952307893,0.4603752111292209,-0.9976814266760632,-0.3125089411325698,-0.07655344761098168,-0.3623119536159714,0.40419375759134,0.265095691175314,0.265095691175314,0.6698799793835303,-0.05294788469372519,0.9332366422107178,1.2619330568577323,0.9037760493002811,0.4068382336485107,0.7115493700998903,0.31767310067520843,0.9009320929061795,0.5790408350134617,-0.12830894264665776,0.002171416963268724,2.1,3.8,3.2,False,True,False
BRE,NEW,2024-05-19,2023-2024,38,2.0,4.0,-0.3489597436114725,-0.6559874610048656,0.043429163849909226,-0.34207903032462716,-0.1959075053133729,0.13102624079714345,0.19790883799699138,-0.4538832816805245,0.5859622906145556,-0.44884798583737756,-0.05034346902410636,-0.18581916138172225,-0.4208127063582997,0.3036881724343222,0.26509569117531406,0.26509569117531406,0.16390047452945156,-0.19751345750917626,0.44931772184325053,0.5224939848181164,0.3093615555711947,0.015601181226222005,0.47831622248426875,-0.1307308776954686,0.04667256726461884,0.5790408350134619,0.18812694718684553,0.7057105130623936,2.9,3.9,2.2,True,False,False
BRE,CRY,2024-08-18,2024-2025,1,2.0,1.0,-0.3489597436114725,-0.3489597436114725,-0.1252306711014503,0.043429163849908914,-0.19590750531337292,0.08752982479481312,0.30936155557119505,-0.12524415764580188,0.5321392565494122,-0.1025020558125688,0.06555736822158437,-0.2950848751524628,-0.6388609665797053,0.3036881724343222,-0.1954458849147759,-0.5024736023081691,-0.004759360421907966,0.09161768812172584,-0.43786696549710663,-0.4344271672331509,0.16075793213892342,-0.6729760310370061,-0.3828523225580266,-0.858165903139424,-0.7727796781817506,1.5624322589501267,1.1520598048729378,0.7057105130623936,2.4,3.4,2.9,False,False,True
BRE,SOU,2024-08-31,2024-2025,3,3.0,1.0,-0.19544588491477585,-0.3489597436114724,-0.5107388652759864,0.18799473666535998,-0.19590750531337292,-0.6084128312424723,-0.2850529381578911,-0.14089363974269345,-0.6340264815286959,-0.03030141522745977,0.07999868660044039,-0.34971773203783313,-0.39821014279876354,0.5046993427483579,0.1115818324786173,1.0326649846587972,0.13980621239354313,1.0312939114221575,-0.3572138121025287,-0.30393791922615987,0.01215430870665184,-0.14089363974269328,-0.11373715223230914,-0.03627289677961167,-0.8568355569509896,0.14197797993049951,-0.061830814530375644,-0.5003565088218203,1.75,3.9,4.33,False,False,True
BRE,WHU,2024-09-28,2024-2025,6,1.0,1.0,0.26509569117531395,-0.19544588491477582,0.01933490171400063,0.2843717852089939,0.2073582616595167,-0.08645583921450824,0.012154308706651951,-0.09394519345201877,-0.13167816358735704,0.16458602815640594,0.19441836298676127,-0.24045201826709256,-0.3091294511229454,0.40419375759134,-0.19544588491477582,1.032664984658797,-0.5348331274118954,1.0071996492862492,-0.8411327324699961,-0.7389020792494634,-0.8051656201708417,-0.9703161908779453,-0.9928467086296525,-0.9032234457602062,-0.8283232104081198,0.4697751212427209,0.2399798871175458,1.2082384388474827,2.2,3.5,3.2,False,True,False
BRE,WOL,2024-10-05,2024-2025,7,5.0,3.0,0.11158183247861735,-0.041932026218079246,-0.12523067110145045,0.33256030948081095,0.046051954870360824,-0.30393791922615987,-0.09929840886755172,-0.031347265064452554,-0.05991411816716574,0.27750131568800496,0.285509755838007,0.1419779799304995,-0.00731874947502415,0.40419375759134,-0.6559874610048657,0.8791511259621003,-1.0890011565377904,1.2240480085094254,-0.7604795790754184,-1.043376991265776,-0.990920149461181,-0.5164812100680906,-0.9928467086296525,-0.4233334737509103,-1.089377811872056,0.6336736918988319,0.358310955164528,1.107732853690465,2.05,3.6,3.4,False,False,True
BRE,IPS,2024-10-26,2024-2025,9,4.0,3.0,0.8791511259621003,0.4186095498720105,0.7421627657912557,0.26027752307308544,0.7719303354215621,0.08752982479481311,0.4208142731453986,-0.18784208603336805,0.22714206351359936,-0.22736030644847158,0.24625899306470603,0.3605094074719806,0.7478727859259416,0.40419375759134,-0.5408520669823432,0.6105018732428813,-0.8480585351787056,1.5914855060820303,-0.7201530023781293,-0.7280279752488807,-0.5451092791643664,-0.9390172266841623,-0.9614499387583189,-0.6764428622682568,-0.8633156357107326,0.155636194151842,-0.058506908124561476,0.6303313241946302,1.65,4.33,4.75,False,False,True
BUR,SOU,2020-09-26,2020-2021,3,0.0,1.0,,,,,,,,,,,,,,,-1.1165290370949554,-0.3489597436114725,-0.6071159138196205,-0.36617329246053565,0.28801141505409456,-0.7823984952517936,-0.17360022058368751,1.4866524983340277,-0.2213832203625962,0.8143917934223871,0.974249555444987,2.2726593984599406,-0.8728639775490187,-0.5003565088218203,3.2,3.3,2.3,True,False,False
BUR,TOT,2020-10-26,2020-2021,6,0.0,1.0,-1.1165290370949554,-0.3489597436114725,-1.0890011565377906,-0.9685298458582484,-0.9217858858645741,-1.217362655275097,-0.3593547498740271,0.23469393058270377,0.04773194996312111,-0.977052672223175,-0.37360682658157607,-1.0053120146622765,0.6095982794440749,-1.5054123603919984,3.105102077064201,0.034824903130269064,1.6216033337519162,0.0554762949178631,0.8929100655134289,0.6312350248239422,-0.8237410730998755,0.39118875155161925,-0.6699085042387918,-0.352761419043661,0.017049350077221748,-0.7321477302354251,-1.4046890024792762,0.002171416963268835,5.75,4.0,1.6,True,False,False
BUR,CHE,2020-10-31,2020-2021,7,0.0,3.0,-1.1165290370949554,-0.3489597436114725,-0.7878228798389343,-0.9685298458582484,-0.7201530023781293,-0.6736574552459678,-0.3593547498740271,-0.3130379428085004,-0.5802034474635527,-1.138554105110919,-0.37175537550736376,-0.45898344580857364,0.5331484321103501,-1.0028844346069095,0.4186095498720106,-0.0931033124503114,-0.326016188900688,-0.7677443280590109,0.2880114150540946,0.015035798124262515,-0.42127292630414015,0.5737660426820207,-0.1615798491791035,0.8994401670439441,0.7792300422946236,0.08734512304512916,-0.13274081785440994,-0.5003565088218203,6.0,4.5,1.5,True,False,False
BUR,CRY,2020-11-23,2020-2021,9,1.0,0.0,-1.1165290370949554,0.16275311871084955,-0.888215638738553,-0.8480585351787059,-1.0562078081888706,-0.8548925219223441,-0.6070274555944796,-0.5477801742618736,-0.8792203033810164,-1.1381017201448467,-0.47296803423097017,-0.2768739228573394,0.06447762889056056,-0.1653378916317608,-0.15706742024060166,0.4186095498720106,-0.1854663264412217,0.20606543326729132,-0.11525435191879493,-0.3474343352284903,-0.12716158826110285,-1.056388342410849,-0.49049839068831347,-0.5529417665305704,-1.1715822395670825,-0.2541102324884351,-0.4673473960396969,-0.2490925459292757,2.75,3.1,2.75,False,False,True
BUR,EVE,2020-12-05,2020-2021,11,1.0,1.0,-0.9246367137240847,-0.1570674202406017,-0.6372337414895062,-0.6071159138196208,-0.8209694441213518,-0.7280279752488807,-0.4986706468417816,-0.4890946163985303,-0.84931861778927,-1.1534828089912985,-0.5411631487977904,-0.3906923747018608,-0.41084098714085715,0.1278033984095412,-0.04193202621807921,-0.04193202621807922,-0.0047593604219079875,-0.004759360421908143,-0.03460119852421708,-0.2169450872214993,0.01215430870665175,0.14079703800135449,-0.43667535662317,0.13472862039564656,0.061113885643474794,0.36050940747198057,-0.6880547813857538,0.0021714169632688573,4.0,3.5,1.9,False,True,False
BUR,WOL,2020-12-21,2020-2021,14,2.0,1.0,-0.8095013197015624,-0.19544588491477585,-0.6553044380914376,-0.2938905060528102,-0.7604795790754183,-0.695405663247133,-0.4708074674482307,-0.5164812100680904,-0.8313776064342221,-1.0943108554290664,-0.4972837583389585,-0.4043505889232034,-0.36763020386527373,0.3036881724343224,-0.6559874610048656,0.4186095498720106,-0.7516814866350716,0.2602775230730853,-0.5185201188916845,-0.6084128312424723,-0.5451092791643664,-0.28173897861471736,-0.5263804133984091,0.03212771009049163,-0.19660810388687905,-0.6775148733500549,0.24662769992917394,-0.39985092366480246,3.5,3.25,2.2,False,False,True
BUR,SHU,2020-12-29,2020-2021,16,1.0,0.0,-0.5024736023081691,-0.19544588491477585,-0.36617329246053554,-0.07704214682963365,-0.5991732722862625,-0.6084128312424724,-0.3965056557320949,-0.7668729236183554,-0.9210826632094612,-1.081825030365476,-0.6679875473813336,-0.29508487515246284,-0.5524394000285382,0.5046993427483579,-0.6559874610048657,0.5721234085687072,-0.3179847681887185,0.8385398143348894,-0.7604795790754183,-0.3909307512308206,-0.5451092791643664,-1.0955120476530777,-0.5263804133984091,-1.1523970850727256,-1.0686415598408778,-0.34971773203783313,-0.5670645882141203,0.40419375759134024,2.37,3.1,3.25,False,False,True
BUR,MUN,2021-01-12,2020-2021,1,0.0,1.0,-0.3489597436114725,-0.3489597436114725,-0.3661732924605355,-0.052947884693725134,-0.5991732722862625,-0.825894911254124,-0.47080746744823065,-0.7981718878121384,-0.8672596291443178,-1.1149396098819548,-0.5987432772057932,-0.4043505889232034,-1.0563436111499573,0.5046993427483579,1.032664984658797,0.11158183247861737,0.45303162016035364,-0.41436181673235273,0.6106240286324062,0.17452265679947368,0.012154308706651806,0.17209600219513757,-0.47255737933326564,0.3399304410059564,0.3488293825760681,-0.29508487515246284,-0.3716188915522508,-0.1988397533507668,7.0,4.5,1.45,True,False,False
BUR,AVL,2021-01-27,2020-2021,20,3.0,2.0,-0.3489597436114725,-0.6559874610048657,-0.26979624391690143,0.01933490171400038,-0.5991732722862625,-0.9998805752634453,-0.47080746744823065,-0.7825224057152468,-0.7057905269488873,-1.2045118331642328,-0.6442889736314161,-0.7867805871207955,-1.0563436111499573,0.5046993427483579,-0.19544588491477582,-0.34895974361147236,-0.12523067110145053,0.30846604734490246,-0.03460119852421706,0.087529824794813,-0.2850529381578912,-0.2034915681302595,0.13743700673836018,-0.28273222629569805,-0.21327116355478984,-0.6228820164646847,-0.7306007833801745,0.40419375759134013,3.8,3.5,1.95,False,False,True
BUR,MCI,2021-02-03,2020-2021,22,0.0,2.0,-0.04193202621807925,-0.34895974361147253,-0.5107388652759866,0.18799473666535998,-0.5185201188916845,-1.0433769912657758,-0.6194110908805022,-0.8920687803934877,-0.7775545723690785,-1.2794267835457744,-0.757227489158367,-0.4589834458085737,-0.37560757923922755,0.8062160982194115,0.26509569117531395,-0.6559874610048656,0.2602775230730857,-0.8962470594505229,0.28801141505409456,0.6529832328251073,0.3465124614292628,0.7041783934894502,0.47831622248426875,1.1563948277729035,1.0064648041362811,-0.7867805871207955,-0.3277433269955044,-0.8018732642928738,13.0,7.0,1.2,True,False,False
BUR,BHA,2021-02-06,2020-2021,23,1.0,1.0,-0.19544588491477582,-0.19544588491477585,-0.679398700227346,0.1398062123935429,-0.7604795790754183,-1.2608590712774272,-0.8051656201708415,-1.1424604939437526,-0.8852006404993655,-1.3396844610265797,-0.9342262118530641,-0.513616302693944,-0.2506286983806171,0.7057105130623936,-0.5024736023081691,-0.6559874610048656,-0.6071159138196205,-0.3420790303246273,-0.5185201188916845,-0.5214199992378116,-0.5079583733062986,-0.5321306921649821,-0.5981444588186005,-0.15841683761908182,-0.19031317023455718,-0.8414134440061657,-1.1560608033243807,-0.09833416819374899,3.6,3.1,2.2,False,True,False
BUR,FUL,2021-02-17,2020-2021,17,1.0,1.0,-0.3489597436114724,-0.19544588491477585,-0.6553044380914376,-0.10113640896554213,-0.5185201188916846,-0.956384159261115,-0.47080746744823065,-0.8607698161997046,-0.544321424753457,-1.0959394413069259,-0.6450295540611009,-0.5136163026939441,-0.23467394763270938,0.6052049279053758,-0.19544588491477582,-0.5024736023081691,-0.14932493323735888,-0.028853622557816695,-0.115254351918795,0.0005369927901523519,-0.21075112644175542,0.15644652009824606,-0.32902928849288304,0.19390057395787874,0.31550326324024647,-1.1692105853183876,-1.8766837121048798,0.20318258727730446,2.75,3.2,2.7,False,True,False
BUR,WBA,2021-02-20,2020-2021,25,0.0,0.0,-0.3489597436114725,-0.04193202621807927,-0.679398700227346,-0.14932493323735913,-0.5185201188916846,-0.8693913272564544,-0.43365656159016275,-0.7042749952307892,-0.4725573793332657,-1.0948537173883528,-0.8061057975175722,-0.6228820164646846,-0.029921313034560183,0.6052049279053758,-0.19544588491477585,0.265095691175314,-0.31798476818871846,0.18799473666535987,-0.6798264256808404,-1.0433769912657755,-0.8794674318869774,-1.3459037612033427,-0.7057905269488873,-1.2946269184057972,-1.0856749097236311,0.41514226435735085,-0.23999219788201182,0.20318258727730446,2.0,3.3,4.0,False,True,False
BUR,LEI,2021-03-03,2020-2021,29,1.0,1.0,-0.3489597436114725,-0.19544588491477585,-0.77577574877098,-0.052947884693725064,-0.43786696549710663,-0.6519092472448026,-0.3222038440159591,-0.32868742490539193,-0.5084394020433614,-0.7029073827834752,-0.7657441640997437,-0.13118630449635196,0.2865145767989432,0.20318258727730448,-0.04193202621807921,-0.6559874610048656,-0.4625503410041695,-0.7034929623632549,0.2073582616595166,0.04403340879248269,-0.6565619967385701,0.2972918589702699,-0.29314726578278744,0.17381468146427703,0.04815372812398857,0.30587655058661034,-0.6734295932001718,-1.0028844346069095,4.0,3.25,2.0,False,True,False
BUR,ARS,2021-03-06,2020-2021,27,1.0,1.0,-0.6559874610048657,-0.3489597436114725,-0.4625503410041695,-0.2938905060528102,-0.2765606587079508,-0.564916415240142,-0.024996597151416066,-0.328687424905392,-0.38285232255802654,-0.6421068433433834,-0.6872426385531417,-0.6228820164646846,0.242639012242197,-0.2993453385077846,0.5721234085687072,-0.3489597436114725,0.6698799793835304,-0.5107388652759868,0.2073582616595167,0.0005369927901523686,0.4208142731453985,0.29729185897026994,0.2989061089337906,0.4599029340082804,0.23366912576006227,-0.4043505889232034,-0.6003036522722615,0.6052049279053758,5.5,4.0,1.61,False,True,False
BUR,NEW,2021-04-11,2020-2021,31,1.0,2.0,-0.5024736023081691,-0.5024736023081691,-0.22160771964508438,-0.17341919537326772,0.12670510826493875,-0.47792358323548123,0.0493052145647197,-0.09394519345201875,-0.29314726578278744,-0.739279134055673,-0.44655399890554115,-0.4043505889232034,0.4699942103998822,-0.600862093978838,-0.6559874610048656,0.11158183247861744,-0.8962470594505227,0.1398062123935429,-0.19590750531337286,-0.6519092472448026,-0.990920149461181,-0.9859656729748372,-0.9928467086296525,-1.0443675551747051,-1.0201335416965156,-0.513616302693944,-1.005820233781583,0.10267700212028666,2.3,3.1,3.4,True,False,False
BUR,WHU,2021-05-03,2020-2021,34,1.0,2.0,-0.5024736023081691,-0.3489597436114725,-0.1734191953732674,-0.0047593604219081705,-0.11525435191879499,-0.39093075123082055,0.012154308706651795,-0.0782957113551272,-0.2213832203625961,-0.9645668471595845,-0.27696108050769336,-0.5136163026939439,0.717292846992452,-0.5003565088218203,-0.19544588491477582,0.11158183247861739,-0.17341919537326744,0.18799473666536004,-0.5185201188916846,-0.39093075123082066,-0.28505293815789123,-0.5164812100680907,-0.6160854701736482,-0.3565614527586667,-0.25215163611324837,-0.6228820164646846,-0.6375314040173793,-0.098334168193749,3.1,3.6,2.2,True,False,False
BUR,LEE,2021-05-15,2020-2021,36,0.0,4.0,-0.5024736023081691,-0.19544588491477588,0.09161768812172615,0.4289373580244448,-0.27656065870795077,-0.5214199992378117,-0.06214750300948395,-0.1095946755489103,-0.23932423171764397,-0.826679909500805,-0.2210472580664815,-0.732147730235425,0.6880424706212879,-0.5003565088218203,-0.5024736023081691,-0.041932026218079156,-0.4625503410041695,0.3325603094808109,-0.35721381210252867,-0.26044150322382953,-0.35935474987402705,0.14079703800135449,-0.4904983906883135,0.0880424918970046,-0.39878656119086353,0.36050940747198057,-0.2067531338238707,0.6052049279053758,3.2,3.75,2.1,True,False,False
BUR,LIV,2021-05-19,2020-2021,37,0.0,3.0,-0.5024736023081691,0.4186095498720105,0.2843717852089942,0.4048430958885363,-0.03460119852421709,-0.2169450872214993,0.049305214564719715,-0.328687424905392,0.047731949963121155,-1.104082370696224,0.027417476092810755,-0.9506791577769063,0.5936435286961671,-0.5003565088218203,0.5721234085687072,-0.5024736023081691,0.5494086687039876,-0.14932493323735926,0.85258348881614,1.0444509768460803,0.8294742375841452,0.35988978735783606,1.0344875744907511,0.6075613869342177,0.4839853109935669,-0.29508487515246284,-0.6308835912057512,-0.1988397533507668,11.0,7.0,1.22,True,False,False
BUR,BHA,2021-08-14,2021-2022,1,1.0,2.0,-0.6559874610048656,0.7256372672654038,0.043429163849909136,0.7421627657912555,-0.3572138121025287,-0.2169450872214993,0.012154308706651884,-0.2973884607116089,0.1733190294484559,-1.0139672854546593,0.16072195343609724,-0.7867805871207952,0.1495696328794019,-0.8018732642928738,-0.8095013197015624,-0.04193202621807922,-0.679398700227346,-0.5348331274118953,-0.6798264256808404,-0.695405663247133,-0.5079583733062986,-0.28173897861471725,-0.6340264815286961,0.12007134749491015,-0.17550156164085867,-0.1311863044963519,-0.23068525994573238,0.30368817243432233,3.1,3.1,2.45,True,False,False
BUR,LEE,2021-08-29,2021-2022,3,1.0,1.0,-0.6559874610048657,0.8791511259621003,0.13980621239354313,0.3807488337526278,-0.5185201188916846,0.0005369927901523686,0.12360702628085551,-0.3599863890991751,0.1374370067383602,-0.9053948935973523,-0.045159406016311895,-0.7321477302354249,-0.021943937660606185,-0.5003565088218203,0.265095691175314,0.11158183247861739,-0.631210175955529,0.42893735802444494,-0.11525435191879499,-0.4344271672331509,-0.7308638084547059,-0.1721926039364765,-0.9390236745645091,-0.3098753242600248,-0.4887670833975818,0.4151422643573509,-0.1509115062061937,0.40419375759134013,3.1,3.5,2.25,False,True,False
BUR,ARS,2021-09-18,2021-2022,5,0.0,1.0,-0.6559874610048657,0.7256372672654037,-0.10113640896554191,0.38074883375262786,-0.5991732722862625,-0.2169450872214993,-0.35935474987402694,-0.672976031037006,-0.32902928849288304,-1.0041957701875015,-0.33250461273406273,-0.18581916138172208,-0.05784212684339862,-0.600862093978838,-0.19544588491477582,0.1115818324786173,-0.2697962439169014,0.40484309588853645,-0.6798264256808404,-0.12995225521683867,0.1979088379969912,-0.06264622925823557,-0.4007933339130744,0.007156059963311057,-0.015536188828914988,-1.3877420128598685,-0.5949854020229589,0.10267700212028666,3.8,3.6,1.95,True,False,False
