Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss_x,Attendance,Captain,Formation,Opp Formation,Referee,Match Report,Notes,Standard Gls,Standard Sh,Standard SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,SoTA,Saves,CS,PSxG,launched cmp,lauched att,passes att (gk),Thr,pass avglen,goal kick att,goal kick avglen,crosses faced,crosses stp,#OPA,sweeper avgdist,passes cmp,passes att,total passing dist,progressive passing dist,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK,TB,Sw,Crs,TI,CK,inswing conrner kicks,outswing corner kicks,straight corner kicks,passes offside,passes blocked,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl + Int,Clr,Err,Poss_y,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Season,Team
2023-09-30,15:00,Premier League,Matchweek 7,Sat,Away,L,0,2,West Ham,1.1,2.1,48,62459,John Egan,3-5-2,4-2-3-1,Graham Scott,Match Report,,0,16,2,15.7,0.0,0,0,1.1,1.1,8,6,0,2.4,7.0,14.0,26.0,9.0,31.4,8.0,32.6,15.0,0.0,0.0,6.0,400.0,493.0,6840.0,2577.0,0,0.8,0.7,12.0,32.0,9.0,3.0,45.0,444.0,46.0,8.0,3.0,3.0,17,23.0,4.0,1.0,3.0,0.0,3.0,16.0,21.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10,6.0,6.0,2.0,1.0,10.0,10.0,9.0,16.0,4.0,12.0,1,15,20.0,0.0,48.0,591.0,71.0,150.0,291.0,153.0,30.0,591.0,10.0,5.0,4.0,302.0,1977.0,843.0,12.0,12.0,6.0,15.0,12.0,397.0,45.0,1,0,0,9,6,3,17,1,10,0.0,0.0,0,36.0,15.0,16.0,2023-2024,Sheffield United
2023-10-07,15:00,Premier League,Matchweek 8,Sat,Away,L,1,3,Fulham,0.6,2.2,40,24361,Chris Basham,3-5-2,4-3-3,Samuel Barrott,Match Report,,0,5,2,16.6,0.0,0,0,0.6,0.6,6,4,0,1.8,5.0,19.0,28.0,8.0,40.3,10.0,48.4,23.0,1.0,2.0,15.6,257.0,382.0,4966.0,2225.0,0,0.2,0.2,4.0,21.0,2.0,0.0,22.0,334.0,47.0,10.0,0.0,5.0,12,19.0,4.0,1.0,3.0,0.0,1.0,12.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13,13.0,3.0,4.0,5.0,19.0,26.3,14.0,21.0,6.0,15.0,11,31,36.0,1.0,40.0,514.0,91.0,212.0,207.0,101.0,14.0,514.0,21.0,8.0,11.0,182.0,816.0,425.0,4.0,5.0,2.0,15.0,13.0,255.0,22.0,2,0,0,10,8,1,12,11,13,0.0,0.0,1,58.0,18.0,20.0,2023-2024,Sheffield United
2023-10-21,20:00,Premier League,Matchweek 9,Sat,Home,L,1,2,Manchester Utd,1.4,1.1,38,31543,Oliver Norwood,4-4-2,4-2-3-1,Michael Oliver,Match Report,,1,11,5,25.8,0.0,1,1,1.4,0.6,5,3,0,2.4,7.0,23.0,22.0,2.0,41.5,10.0,67.0,15.0,1.0,2.0,16.2,244.0,372.0,4398.0,1873.0,0,0.6,0.5,8.0,21.0,9.0,1.0,24.0,319.0,50.0,12.0,1.0,2.0,15,20.0,5.0,2.0,2.0,0.0,3.0,5.0,14.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,8,7.0,5.0,2.0,3.0,12.0,25.0,9.0,11.0,3.0,8.0,14,28,24.0,1.0,38.0,496.0,58.0,165.0,196.0,142.0,20.0,495.0,18.0,7.0,10.0,213.0,1052.0,449.0,11.0,15.0,4.0,22.0,6.0,240.0,24.0,3,0,0,12,8,3,15,14,8,0.0,0.0,0,54.0,17.0,16.0,2023-2024,Sheffield United
2023-10-28,15:00,Premier League,Matchweek 10,Sat,Away,L,0,5,Arsenal,0.0,2.8,33,60153,Oliver Norwood,4-4-2,4-3-3,Tim Robinson,Match Report,,0,2,0,39.9,0.0,0,0,0.0,0.0,7,2,0,4.0,7.0,16.0,30.0,4.0,35.2,8.0,35.9,10.0,0.0,1.0,10.0,256.0,345.0,4451.0,1563.0,0,0.0,0.1,2.0,11.0,1.0,0.0,12.0,307.0,37.0,10.0,0.0,1.0,5,12.0,1.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13,11.0,8.0,1.0,5.0,11.0,45.5,6.0,12.0,4.0,8.0,8,28,20.0,1.0,33.0,446.0,74.0,239.0,159.0,52.0,6.0,446.0,10.0,3.0,6.0,217.0,1035.0,361.0,8.0,4.0,2.0,12.0,4.0,256.0,12.0,3,0,0,13,9,1,5,8,13,0.0,1.0,0,40.0,10.0,11.0,2023-2024,Sheffield United
2023-11-04,15:00,Premier League,Matchweek 11,Sat,Home,W,2,1,Wolves,1.0,1.2,39,29454,Oliver Norwood,3-4-1-2,4-4-1-1,Robert Jones,Match Report,,2,10,1,27.6,1.0,1,1,1.0,0.3,3,2,0,1.4,4.0,20.0,24.0,2.0,43.4,6.0,61.3,8.0,1.0,1.0,17.0,223.0,342.0,3513.0,1554.0,1,0.2,0.4,7.0,23.0,6.0,3.0,30.0,295.0,47.0,11.0,0.0,2.0,16,24.0,4.0,2.0,1.0,0.0,0.0,6.0,13.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,11,6.0,10.0,8.0,13.0,21.0,61.9,8.0,16.0,2.0,14.0,5,29,13.0,0.0,39.0,455.0,40.0,116.0,190.0,154.0,24.0,454.0,8.0,2.0,5.0,207.0,864.0,371.0,9.0,8.0,3.0,19.0,8.0,220.0,28.0,2,0,0,13,9,0,16,5,11,1.0,0.0,0,50.0,9.0,25.0,2023-2024,Sheffield United
2023-11-12,14:00,Premier League,Matchweek 12,Sun,Away,D,1,1,Brighton,1.1,1.5,39,31367,Oliver Norwood,3-4-3,4-2-3-1,John Brooks,Match Report,,0,9,1,19.3,0.0,0,0,1.1,1.1,6,5,0,1.2,5.0,17.0,33.0,3.0,34.8,6.0,45.0,10.0,1.0,0.0,11.9,324.0,418.0,5256.0,1855.0,0,0.4,0.6,6.0,15.0,9.0,0.0,28.0,379.0,38.0,15.0,1.0,1.0,6,12.0,3.0,0.0,0.0,2.0,1.0,12.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15,7.0,13.0,7.0,15.0,26.0,57.7,11.0,10.0,1.0,9.0,8,35,18.0,1.0,39.0,526.0,69.0,172.0,221.0,134.0,24.0,526.0,15.0,6.0,7.0,305.0,1383.0,634.0,12.0,7.0,2.0,7.0,6.0,323.0,28.0,2,0,0,16,13,1,6,8,15,0.0,0.0,0,47.0,11.0,14.0,2023-2024,Sheffield United
2023-11-25,15:00,Premier League,Matchweek 13,Sat,Home,L,1,3,Bournemouth,0.8,2.9,46,30208,Oliver Norwood,3-4-3,4-2-3-1,Andy Madley,Match Report,,1,10,2,14.9,0.0,0,0,0.8,0.8,11,8,0,3.4,6.0,25.0,24.0,4.0,39.5,12.0,70.3,12.0,0.0,2.0,26.5,298.0,454.0,5313.0,2335.0,1,0.7,0.7,8.0,22.0,8.0,4.0,36.0,396.0,54.0,9.0,0.0,0.0,16,25.0,4.0,0.0,4.0,0.0,4.0,11.0,10.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,14,7.0,14.0,5.0,6.0,17.0,35.3,11.0,12.0,2.0,10.0,6,32,21.0,1.0,46.0,577.0,61.0,193.0,239.0,146.0,20.0,577.0,12.0,5.0,6.0,238.0,1073.0,479.0,9.0,6.0,3.0,14.0,10.0,295.0,36.0,4,0,0,6,8,4,16,6,14,0.0,0.0,0,53.0,28.0,31.0,2023-2024,Sheffield United
2023-12-02,15:00,Premier League,Matchweek 14,Sat,Away,L,0,5,Burnley,0.4,1.8,37,21478,Oliver Norwood,3-4-3,4-4-2,Chris Kavanagh,Match Report,,0,6,3,18.9,0.0,0,0,0.4,0.4,7,2,0,2.8,9.0,22.0,29.0,3.0,39.9,5.0,53.0,16.0,0.0,0.0,7.0,253.0,358.0,4278.0,1685.0,0,0.4,0.3,5.0,12.0,5.0,1.0,17.0,317.0,40.0,13.0,0.0,0.0,5,15.0,1.0,1.0,0.0,0.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5,8.0,3.0,0.0,6.0,20.0,30.0,14.0,14.0,5.0,9.0,10,21,35.0,0.0,37.0,461.0,78.0,210.0,198.0,56.0,11.0,461.0,16.0,6.0,7.0,254.0,1076.0,507.0,7.0,3.0,3.0,6.0,3.0,250.0,16.0,7,1,1,12,10,1,5,10,5,0.0,0.0,0,41.0,15.0,22.0,2023-2024,Sheffield United
2023-12-06,19:30,Premier League,Matchweek 15,Wed,Home,L,0,2,Liverpool,1.0,1.7,25,31406,Anel Ahmedhodžić,3-4-3,4-3-3,Simon Hooper,Match Report,,0,6,1,14.6,1.0,0,0,1.0,1.0,8,6,0,3.0,3.0,24.0,16.0,0.0,56.5,9.0,61.4,21.0,2.0,2.0,15.5,108.0,234.0,1672.0,895.0,0,0.5,0.6,3.0,11.0,3.0,0.0,12.0,187.0,46.0,11.0,2.0,0.0,5,21.0,2.0,2.0,0.0,0.0,1.0,10.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15,11.0,8.0,1.0,10.0,22.0,45.5,12.0,8.0,2.0,6.0,9,29,26.0,0.0,25.0,350.0,55.0,159.0,120.0,79.0,12.0,350.0,23.0,9.0,12.0,128.0,831.0,336.0,6.0,9.0,3.0,17.0,4.0,108.0,12.0,2,0,0,12,8,1,5,9,15,0.0,0.0,0,39.0,18.0,39.0,2023-2024,Sheffield United
2023-12-09,15:00,Premier League,Matchweek 16,Sat,Home,W,1,0,Brentford,0.8,0.6,41,28509,Anel Ahmedhodžić,4-1-4-1,4-3-3,Stuart Attwell,Match Report,,1,9,4,21.7,0.0,0,0,0.8,0.8,4,4,1,0.3,14.0,26.0,27.0,2.0,54.0,5.0,53.8,18.0,2.0,2.0,18.2,267.0,376.0,5143.0,2375.0,1,0.7,0.4,8.0,27.0,9.0,0.0,29.0,325.0,50.0,14.0,0.0,2.0,12,27.0,3.0,2.0,1.0,0.0,1.0,11.0,13.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,8,9.0,2.0,3.0,8.0,18.0,44.4,10.0,13.0,3.0,10.0,8,22,44.0,0.0,41.0,527.0,82.0,185.0,213.0,137.0,16.0,527.0,23.0,8.0,13.0,228.0,1381.0,636.0,17.0,14.0,4.0,19.0,10.0,264.0,29.0,5,0,0,14,13,1,12,8,8,0.0,0.0,0,56.0,23.0,15.0,2023-2024,Sheffield United
2023-12-16,15:00,Premier League,Matchweek 17,Sat,Away,L,0,2,Chelsea,0.4,3.1,22,39599,Anel Ahmedhodžić,4-1-4-1,4-2-3-1,Andy Madley,Match Report,,0,6,1,19.7,1.0,0,0,0.4,0.4,6,4,0,1.9,8.0,20.0,22.0,3.0,42.6,8.0,63.5,9.0,2.0,4.0,15.8,150.0,246.0,2778.0,1387.0,0,0.3,0.2,5.0,10.0,4.0,1.0,16.0,210.0,35.0,11.0,0.0,3.0,8,8.0,5.0,2.0,1.0,1.0,1.0,6.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,15,22.0,4.0,2.0,13.0,25.0,52.0,12.0,11.0,5.0,6.0,13,41,25.0,2.0,22.0,369.0,65.0,172.0,134.0,67.0,13.0,369.0,18.0,7.0,8.0,122.0,900.0,406.0,6.0,4.0,4.0,10.0,8.0,149.0,16.0,3,0,0,14,9,1,8,13,15,0.0,0.0,0,51.0,12.0,10.0,2023-2024,Sheffield United
2023-12-22,20:00,Premier League,Matchweek 18,Fri,Away,D,1,1,Aston Villa,0.6,0.9,23,41651,Jack Robinson,3-4-3,4-4-1-1,Anthony Taylor,Match Report,,1,5,2,19.7,0.0,0,0,0.6,0.6,4,3,0,0.7,9.0,25.0,22.0,2.0,48.2,8.0,66.8,24.0,0.0,0.0,10.0,132.0,215.0,2402.0,1223.0,1,0.5,0.3,4.0,10.0,2.0,0.0,11.0,177.0,34.0,10.0,1.0,0.0,4,13.0,1.0,0.0,1.0,0.0,4.0,11.0,6.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.0,15,16.0,12.0,3.0,14.0,18.0,77.8,4.0,13.0,4.0,9.0,10,41,45.0,1.0,23.0,360.0,89.0,164.0,146.0,57.0,8.0,360.0,17.0,7.0,8.0,116.0,603.0,320.0,6.0,5.0,2.0,14.0,3.0,129.0,11.0,3,0,0,16,11,4,4,10,15,0.0,0.0,0,40.0,20.0,20.0,2023-2024,Sheffield United
2023-12-26,15:00,Premier League,Matchweek 19,Tue,Home,L,2,3,Luton Town,2.4,0.6,51,31041,Anel Ahmedhodžić,4-4-2,3-4-3,Samuel Allison,Match Report,,2,21,4,16.3,1.0,0,0,2.4,2.4,4,3,0,0.9,15.0,30.0,38.0,1.0,41.6,5.0,63.8,16.0,2.0,1.0,11.0,284.0,407.0,5246.0,2261.0,1,1.6,1.1,12.0,25.0,5.0,1.0,23.0,353.0,53.0,12.0,2.0,0.0,26,23.0,9.0,5.0,4.0,0.0,1.0,8.0,21.0,2.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,14,12.0,5.0,3.0,13.0,24.0,54.2,11.0,13.0,5.0,8.0,13,33,21.0,2.0,51.0,528.0,54.0,144.0,219.0,170.0,33.0,528.0,11.0,5.0,6.0,291.0,1454.0,766.0,13.0,8.0,6.0,11.0,9.0,282.0,23.0,5,0,0,13,13,1,26,13,14,0.0,0.0,2,38.0,26.0,26.0,2023-2024,Sheffield United
2023-12-30,15:00,Premier League,Matchweek 20,Sat,Away,L,0,2,Manchester City,0.3,2.2,20,53108,Jack Robinson,3-4-3,4-2-3-1,David Coote,Match Report,,0,4,2,14.9,0.0,0,0,0.3,0.3,4,2,0,2.4,2.0,12.0,32.0,5.0,29.8,11.0,36.0,11.0,0.0,0.0,10.3,193.0,259.0,3631.0,1223.0,0,0.3,0.2,3.0,5.0,3.0,2.0,6.0,223.0,34.0,6.0,0.0,1.0,7,12.0,2.0,1.0,1.0,0.0,2.0,7.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7,13.0,2.0,0.0,6.0,12.0,50.0,6.0,12.0,6.0,6.0,7,22,25.0,0.0,20.0,346.0,93.0,233.0,83.0,32.0,8.0,346.0,6.0,4.0,2.0,174.0,832.0,294.0,4.0,3.0,0.0,9.0,5.0,193.0,6.0,1,0,0,6,5,2,7,7,7,0.0,0.0,0,27.0,6.0,10.0,2023-2024,Sheffield United
2024-01-21,14:00,Premier League,Matchweek 21,Sun,Home,D,2,2,West Ham,2.5,2.3,57,29164,Anel Ahmedhodžić,4-1-4-1,4-4-1-1,Michael Salisbury,Match Report,,2,20,5,18.5,1.0,1,1,2.5,1.7,5,3,0,2.4,11.0,19.0,39.0,3.0,33.7,10.0,33.3,6.0,0.0,3.0,18.4,425.0,545.0,7731.0,2855.0,0,1.2,1.1,13.0,34.0,11.0,2.0,41.0,489.0,55.0,10.0,2.0,2.0,17,28.0,4.0,0.0,2.0,1.0,1.0,9.0,27.0,2.0,3.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,17.0,8,6.0,8.0,3.0,7.0,14.0,50.0,7.0,14.0,6.0,8.0,6,23,16.0,0.0,57.0,674.0,66.0,211.0,298.0,173.0,31.0,673.0,26.0,15.0,10.0,369.0,2093.0,1133.0,20.0,16.0,5.0,20.0,8.0,423.0,41.0,3,1,0,11,9,1,17,6,8,1.0,1.0,0,46.0,18.0,21.0,2023-2024,Sheffield United
2024-01-30,20:00,Premier League,Matchweek 22,Tue,Away,L,2,3,Crystal Palace,0.8,1.1,47,24781,Anel Ahmedhodžić,4-1-4-1,4-3-3,Tony Harrington,Match Report,,2,9,5,16.5,0.0,0,0,0.8,0.8,4,1,0,1.7,4.0,13.0,25.0,3.0,33.8,10.0,34.0,21.0,2.0,0.0,6.7,353.0,471.0,6430.0,2368.0,2,0.7,0.5,7.0,19.0,6.0,1.0,31.0,413.0,57.0,10.0,0.0,3.0,7,32.0,1.0,1.0,0.0,0.0,1.0,13.0,12.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,35.0,26,19.0,14.0,2.0,11.0,20.0,55.0,9.0,8.0,3.0,5.0,15,50,36.0,0.0,47.0,613.0,82.0,253.0,260.0,104.0,18.0,613.0,13.0,3.0,9.0,279.0,1492.0,661.0,13.0,11.0,2.0,16.0,21.0,350.0,30.0,4,0,0,18,8,1,7,15,26,0.0,0.0,0,43.0,26.0,13.0,2023-2024,Sheffield United
2024-02-03,17:30,Premier League,Matchweek 23,Sat,Home,L,0,5,Aston Villa,1.4,2.2,37,30187,Anel Ahmedhodžić,5-4-1,4-2-3-1,Paul Tierney,Match Report,,0,10,4,10.0,0.0,0,0,1.4,1.4,9,4,0,3.1,5.0,17.0,20.0,2.0,39.7,9.0,57.6,8.0,0.0,4.0,22.2,291.0,384.0,4946.0,1840.0,0,0.7,0.5,6.0,21.0,4.0,0.0,24.0,340.0,38.0,6.0,1.0,3.0,9,14.0,3.0,2.0,1.0,0.0,6.0,9.0,9.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8,7.0,7.0,3.0,6.0,17.0,35.3,11.0,11.0,1.0,10.0,8,25,14.0,1.0,37.0,468.0,51.0,154.0,230.0,87.0,21.0,468.0,14.0,8.0,4.0,281.0,1360.0,513.0,6.0,7.0,5.0,9.0,4.0,288.0,24.0,1,0,0,10,7,6,9,8,8,0.0,0.0,0,33.0,8.0,11.0,2023-2024,Sheffield United
2024-02-10,15:00,Premier League,Matchweek 24,Sat,Away,W,3,1,Luton Town,1.7,1.8,26,11138,Anel Ahmedhodžić,5-4-1,3-4-3,Chris Kavanagh,Match Report,,3,6,2,22.4,0.0,1,1,1.7,1.0,5,4,0,2.1,5.0,30.0,20.0,0.0,63.8,11.0,72.5,37.0,1.0,0.0,9.0,119.0,228.0,2245.0,1066.0,1,0.9,0.2,4.0,9.0,2.0,0.0,10.0,181.0,47.0,8.0,0.0,0.0,11,25.0,1.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,26.0,13,12.0,11.0,3.0,7.0,15.0,46.7,8.0,16.0,7.0,9.0,5,31,47.0,0.0,26.0,353.0,83.0,179.0,95.0,86.0,10.0,352.0,10.0,4.0,6.0,133.0,615.0,284.0,4.0,4.0,3.0,7.0,11.0,118.0,10.0,2,0,0,12,5,0,11,5,13,0.0,1.0,0,40.0,18.0,20.0,2023-2024,Sheffield United
2024-02-18,14:00,Premier League,Matchweek 25,Sun,Home,L,0,5,Brighton,0.6,2.9,21,29522,Anel Ahmedhodžić,3-5-1-1,4-2-3-1,Stuart Attwell,Match Report,,0,6,1,18.7,0.0,0,0,0.6,0.6,9,5,0,2.7,2.0,30.0,22.0,1.0,54.3,11.0,63.5,30.0,1.0,2.0,19.7,168.0,254.0,2935.0,1137.0,0,0.5,0.4,3.0,15.0,4.0,1.0,16.0,208.0,44.0,7.0,1.0,0.0,10,15.0,5.0,3.0,1.0,0.0,2.0,7.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7,8.0,0.0,0.0,3.0,5.0,60.0,2.0,15.0,10.0,5.0,4,12,39.0,1.0,21.0,355.0,91.0,171.0,122.0,66.0,11.0,355.0,18.0,9.0,8.0,162.0,935.0,472.0,6.0,3.0,4.0,9.0,7.0,166.0,16.0,1,1,0,3,4,2,10,4,7,0.0,0.0,1,28.0,7.0,17.0,2023-2024,Sheffield United
2024-02-25,13:30,Premier League,Matchweek 26,Sun,Away,L,0,1,Wolves,0.6,1.3,37,30789,Anel Ahmedhodžić,3-5-2,3-4-3,Darren Bond,Match Report,,0,12,4,16.3,0.0,0,0,0.6,0.6,2,1,0,0.8,7.0,18.0,28.0,6.0,27.8,14.0,53.1,18.0,2.0,1.0,12.0,276.0,379.0,5050.0,2036.0,0,0.4,0.5,8.0,25.0,6.0,3.0,25.0,334.0,45.0,9.0,1.0,3.0,18,14.0,6.0,2.0,4.0,0.0,0.0,7.0,12.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13,11.0,5.0,1.0,9.0,17.0,52.9,8.0,11.0,3.0,8.0,8,25,20.0,0.0,37.0,478.0,78.0,186.0,177.0,118.0,26.0,478.0,16.0,4.0,10.0,201.0,1330.0,515.0,9.0,7.0,4.0,11.0,13.0,271.0,24.0,1,0,0,4,8,0,18,8,13,0.0,0.0,0,45.0,22.0,22.0,2023-2024,Sheffield United
2024-03-04,20:00,Premier League,Matchweek 27,Mon,Home,L,0,6,Arsenal,0.2,2.3,20,29157,Anel Ahmedhodžić,4-5-1,4-3-3,Samuel Barrott,Match Report,,0,4,0,21.8,0.0,0,0,0.2,0.2,9,4,0,2.2,8.0,24.0,22.0,1.0,49.5,6.0,62.8,14.0,1.0,1.0,20.0,147.0,227.0,2780.0,1092.0,0,0.2,0.1,3.0,8.0,2.0,0.0,13.0,196.0,29.0,9.0,0.0,0.0,4,7.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7,12.0,2.0,0.0,5.0,15.0,33.3,10.0,11.0,8.0,3.0,14,28,33.0,1.0,20.0,328.0,75.0,188.0,107.0,38.0,6.0,328.0,7.0,2.0,5.0,134.0,779.0,357.0,5.0,6.0,2.0,9.0,2.0,147.0,13.0,1,0,0,11,4,2,4,14,7,0.0,0.0,1,36.0,7.0,10.0,2023-2024,Sheffield United
2024-03-09,15:00,Premier League,Matchweek 28,Sat,Away,D,2,2,Bournemouth,1.2,3.3,31,11074,Jack Robinson,3-5-2,4-2-3-1,Anthony Taylor,Match Report,,2,13,9,14.3,0.0,0,0,1.2,1.2,11,9,0,1.9,10.0,38.0,23.0,0.0,52.6,18.0,62.4,45.0,2.0,3.0,17.7,173.0,305.0,2911.0,1716.0,0,0.7,0.4,8.0,10.0,4.0,2.0,21.0,255.0,49.0,12.0,0.0,0.0,13,13.0,3.0,3.0,0.0,0.0,1.0,10.0,13.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,11,10.0,5.0,1.0,7.0,15.0,46.7,8.0,18.0,11.0,7.0,11,27,46.0,0.0,31.0,452.0,116.0,223.0,154.0,79.0,17.0,452.0,15.0,6.0,6.0,168.0,930.0,464.0,7.0,6.0,5.0,10.0,7.0,172.0,21.0,5,0,0,11,11,1,13,11,11,0.0,1.0,0,43.0,24.0,31.0,2023-2024,Sheffield United
2024-03-30,15:00,Premier League,Matchweek 30,Sat,Home,D,3,3,Fulham,1.9,1.3,27,30010,Jack Robinson,3-5-2,4-2-3-1,Tim Robinson,Match Report,,3,8,4,15.7,0.0,0,0,1.9,1.9,9,6,0,1.5,8.0,22.0,21.0,3.0,46.8,8.0,67.0,35.0,0.0,0.0,8.0,146.0,240.0,3144.0,1695.0,3,1.9,1.4,7.0,13.0,3.0,1.0,15.0,201.0,37.0,13.0,0.0,0.0,10,10.0,2.0,2.0,0.0,0.0,2.0,5.0,8.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,19.0,11,7.0,11.0,1.0,5.0,16.0,31.3,11.0,21.0,8.0,13.0,6,25,42.0,0.0,27.0,365.0,85.0,167.0,123.0,79.0,17.0,365.0,5.0,3.0,2.0,133.0,634.0,274.0,7.0,4.0,3.0,9.0,7.0,143.0,14.0,4,0,0,10,13,2,10,6,11,0.0,0.0,0,33.0,23.0,19.0,2023-2024,Sheffield United
2024-04-04,19:30,Premier League,Matchweek 31,Thu,Away,L,1,3,Liverpool,0.6,1.8,18,60055,Jack Robinson,3-5-2,4-3-3,Stuart Attwell,Match Report,,0,5,3,13.6,1.0,0,0,0.6,0.6,9,6,0,1.8,4.0,26.0,12.0,0.0,49.0,17.0,65.6,27.0,3.0,0.0,8.0,88.0,181.0,1625.0,926.0,0,0.5,0.3,4.0,10.0,4.0,1.0,16.0,144.0,36.0,5.0,0.0,1.0,3,9.0,1.0,1.0,0.0,0.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11,8.0,8.0,1.0,8.0,17.0,47.1,9.0,14.0,5.0,9.0,8,25,41.0,1.0,18.0,307.0,89.0,165.0,114.0,33.0,8.0,307.0,15.0,8.0,6.0,73.0,550.0,214.0,3.0,6.0,0.0,16.0,9.0,88.0,16.0,1,0,0,9,6,1,3,8,11,0.0,0.0,0,41.0,14.0,20.0,2023-2024,Sheffield United
2024-04-07,17:30,Premier League,Matchweek 32,Sun,Home,D,2,2,Chelsea,1.4,0.3,32,28638,Jack Robinson,3-5-2,4-2-3-1,Robert Jones,Match Report,,2,11,5,15.2,0.0,0,0,1.4,1.4,3,1,0,0.5,8.0,18.0,20.0,2.0,44.0,5.0,61.2,10.0,0.0,6.0,24.9,252.0,352.0,4398.0,2050.0,2,1.3,0.9,10.0,26.0,6.0,3.0,30.0,314.0,38.0,10.0,1.0,2.0,21,13.0,7.0,7.0,0.0,0.0,0.0,5.0,14.0,2.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,10,7.0,6.0,0.0,11.0,15.0,73.3,4.0,6.0,1.0,5.0,10,23,23.0,0.0,32.0,462.0,59.0,136.0,226.0,104.0,22.0,462.0,15.0,10.0,5.0,269.0,1363.0,705.0,12.0,12.0,3.0,20.0,5.0,251.0,30.0,4,0,0,12,10,0,21,10,10,0.0,0.0,0,46.0,23.0,21.0,2023-2024,Sheffield United
