Match ID,Season,Round,Home Team,Away Team,Home Coach,Away Coach
2023-2024_1613,2023-2024,10,BOU,BUR,andoni iraola,vincent kompany
2023-2024_1614,2023-2024,10,ARS,SHU,mikel arteta,paul heckingbottom
2023-2024_1615,2023-2024,10,WOL,NEW,gary o'neil,eddie howe
2023-2024_1616,2023-2024,10,WHU,EVE,david moyes,sean dyche
2023-2024_1617,2023-2024,10,AVL,LUT,unai emery,rob edwards
2023-2024_1618,2023-2024,10,BHA,FUL,roberto de zerbi,marco silva
2023-2024_1619,2023-2024,10,LIV,NFO,jurgen klopp,steve cooper
2023-2024_1620,2023-2024,10,MUN,MCI,erik ten hag,pep guardiola
2023-2024_1621,2023-2024,11,FUL,MUN,marco silva,erik ten hag
2023-2024_1622,2023-2024,11,BRE,WHU,thomas frank,david moyes
2023-2024_1623,2023-2024,11,BUR,CRY,vincent kompany,roy hodgson
2023-2024_1624,2023-2024,11,EVE,BHA,sean dyche,roberto de zerbi
2023-2024_1625,2023-2024,11,MCI,BOU,pep guardiola,andoni iraola
2023-2024_1626,2023-2024,11,SHU,WOL,paul heckingbottom,gary o'neil
2023-2024_1627,2023-2024,11,NEW,ARS,eddie howe,mikel arteta
2023-2024_1628,2023-2024,11,NFO,AVL,steve cooper,unai emery
2023-2024_1629,2023-2024,11,LUT,LIV,rob edwards,jurgen klopp
2023-2024_1630,2023-2024,11,TOT,CHE,ange postecoglou,mauricio pochettino
2023-2024_1631,2023-2024,12,WOL,TOT,gary o'neil,ange postecoglou
2023-2024_1632,2023-2024,12,ARS,BUR,mikel arteta,vincent kompany
2023-2024_1633,2023-2024,12,CRY,EVE,roy hodgson,sean dyche
2023-2024_1634,2023-2024,12,MUN,LUT,erik ten hag,rob edwards
2023-2024_1635,2023-2024,12,BOU,NEW,andoni iraola,eddie howe
2023-2024_1636,2023-2024,12,AVL,FUL,unai emery,marco silva
2023-2024_1637,2023-2024,12,BHA,SHU,roberto de zerbi,paul heckingbottom
2023-2024_1638,2023-2024,12,LIV,BRE,jurgen klopp,thomas frank
2023-2024_1639,2023-2024,12,WHU,NFO,david moyes,steve cooper
2023-2024_1640,2023-2024,12,CHE,MCI,mauricio pochettino,pep guardiola
2023-2024_1641,2023-2024,13,MCI,LIV,pep guardiola,jurgen klopp
2023-2024_1642,2023-2024,13,BUR,WHU,vincent kompany,david moyes
2023-2024_1643,2023-2024,13,LUT,CRY,rob edwards,roy hodgson
2023-2024_1644,2023-2024,13,NEW,CHE,eddie howe,mauricio pochettino
2023-2024_1645,2023-2024,13,NFO,BHA,steve cooper,roberto de zerbi
2023-2024_1646,2023-2024,13,SHU,BOU,paul heckingbottom,andoni iraola
2023-2024_1647,2023-2024,13,BRE,ARS,thomas frank,mikel arteta
2023-2024_1648,2023-2024,13,TOT,AVL,ange postecoglou,unai emery
2023-2024_1649,2023-2024,13,EVE,MUN,sean dyche,erik ten hag
2023-2024_1650,2023-2024,13,FUL,WOL,marco silva,gary o'neil
2023-2024_1651,2023-2024,14,ARS,WOL,mikel arteta,gary o'neil
2023-2024_1652,2023-2024,14,BRE,LUT,thomas frank,rob edwards
2023-2024_1653,2023-2024,14,BUR,SHU,vincent kompany,paul heckingbottom
2023-2024_1654,2023-2024,14,NFO,EVE,steve cooper,sean dyche
2023-2024_1655,2023-2024,14,NEW,MUN,eddie howe,erik ten hag
2023-2024_1656,2023-2024,14,BOU,AVL,andoni iraola,unai emery
2023-2024_1657,2023-2024,14,CHE,BHA,mauricio pochettino,roberto de zerbi
2023-2024_1658,2023-2024,14,LIV,FUL,jurgen klopp,marco silva
2023-2024_1659,2023-2024,14,WHU,CRY,david moyes,roy hodgson
2023-2024_1660,2023-2024,14,MCI,TOT,pep guardiola,ange postecoglou
2023-2024_1661,2023-2024,15,WOL,BUR,gary o'neil,vincent kompany
2023-2024_1662,2023-2024,15,LUT,ARS,rob edwards,mikel arteta
2023-2024_1663,2023-2024,15,BHA,BRE,roberto de zerbi,thomas frank
2023-2024_1664,2023-2024,15,FUL,NFO,marco silva,steve cooper
2023-2024_1665,2023-2024,15,SHU,LIV,chris wilder,jurgen klopp
2023-2024_1666,2023-2024,15,CRY,BOU,roy hodgson,andoni iraola
2023-2024_1667,2023-2024,15,AVL,MCI,unai emery,pep guardiola
2023-2024_1668,2023-2024,15,MUN,CHE,erik ten hag,mauricio pochettino
2023-2024_1669,2023-2024,15,EVE,NEW,sean dyche,eddie howe
2023-2024_1670,2023-2024,15,TOT,WHU,ange postecoglou,david moyes
2023-2024_1671,2023-2024,16,CRY,LIV,roy hodgson,jurgen klopp
2023-2024_1672,2023-2024,16,BHA,BUR,roberto de zerbi,vincent kompany
2023-2024_1673,2023-2024,16,MUN,BOU,erik ten hag,andoni iraola
2023-2024_1674,2023-2024,16,SHU,BRE,chris wilder,thomas frank
2023-2024_1675,2023-2024,16,WOL,NFO,gary o'neil,steve cooper
2023-2024_1676,2023-2024,16,AVL,ARS,unai emery,mikel arteta
2023-2024_1677,2023-2024,16,EVE,CHE,sean dyche,mauricio pochettino
2023-2024_1678,2023-2024,16,FUL,WHU,marco silva,david moyes
2023-2024_1679,2023-2024,16,LUT,MCI,rob edwards,pep guardiola
2023-2024_1680,2023-2024,16,TOT,NEW,ange postecoglou,eddie howe
2023-2024_1681,2023-2024,17,NFO,TOT,steve cooper,ange postecoglou
2023-2024_1682,2023-2024,17,CHE,SHU,mauricio pochettino,chris wilder
2023-2024_1683,2023-2024,17,MCI,CRY,pep guardiola,roy hodgson
2023-2024_1684,2023-2024,17,NEW,FUL,eddie howe,marco silva
2023-2024_1685,2023-2024,17,BUR,EVE,vincent kompany,sean dyche
2023-2024_1686,2023-2024,17,ARS,BHA,mikel arteta,roberto de zerbi
2023-2024_1687,2023-2024,17,BRE,AVL,thomas frank,unai emery
2023-2024_1688,2023-2024,17,WHU,WOL,david moyes,gary o'neil
2023-2024_1689,2023-2024,17,LIV,MUN,jurgen klopp,erik ten hag
2023-2024_1690,2023-2024,17,BOU,LUT,andoni iraola,rob edwards
2023-2024_1691,2023-2024,18,CRY,BHA,roy hodgson,roberto de zerbi
2023-2024_1692,2023-2024,18,AVL,SHU,unai emery,chris wilder
2023-2024_1693,2023-2024,18,WHU,MUN,david moyes,erik ten hag
2023-2024_1694,2023-2024,18,FUL,BUR,marco silva,vincent kompany
2023-2024_1695,2023-2024,18,LUT,NEW,rob edwards,eddie howe
2023-2024_1696,2023-2024,18,NFO,BOU,nuno espirito santo,andoni iraola
2023-2024_1697,2023-2024,18,TOT,EVE,ange postecoglou,sean dyche
2023-2024_1698,2023-2024,18,LIV,ARS,jurgen klopp,mikel arteta
2023-2024_1699,2023-2024,18,WOL,CHE,gary o'neil,mauricio pochettino
2023-2024_1700,2023-2024,18,MCI,BRE,pep guardiola,thomas frank
2023-2024_1701,2023-2024,19,NEW,NFO,eddie howe,nuno espirito santo
2023-2024_1702,2023-2024,19,BOU,FUL,andoni iraola,marco silva
2023-2024_1703,2023-2024,19,SHU,LUT,chris wilder,rob edwards
2023-2024_1704,2023-2024,19,BUR,LIV,vincent kompany,jurgen klopp
2023-2024_1705,2023-2024,19,MUN,AVL,erik ten hag,unai emery
2023-2024_1706,2023-2024,19,BRE,WOL,thomas frank,gary o'neil
2023-2024_1707,2023-2024,19,CHE,CRY,mauricio pochettino,roy hodgson
2023-2024_1708,2023-2024,19,EVE,MCI,sean dyche,pep guardiola
2023-2024_1709,2023-2024,19,BHA,TOT,roberto de zerbi,ange postecoglou
2023-2024_1710,2023-2024,19,ARS,WHU,mikel arteta,david moyes
2023-2024_1711,2023-2024,20,LUT,CHE,rob edwards,mauricio pochettino
2023-2024_1712,2023-2024,20,AVL,BUR,unai emery,vincent kompany
2023-2024_1713,2023-2024,20,CRY,BRE,roy hodgson,thomas frank
2023-2024_1714,2023-2024,20,MCI,SHU,pep guardiola,chris wilder
2023-2024_1715,2023-2024,20,WOL,EVE,gary o'neil,sean dyche
2023-2024_1716,2023-2024,20,NFO,MUN,nuno espirito santo,erik ten hag
2023-2024_1717,2023-2024,20,FUL,ARS,marco silva,mikel arteta
2023-2024_1718,2023-2024,20,TOT,BOU,ange postecoglou,andoni iraola
2023-2024_1719,2023-2024,20,LIV,NEW,jurgen klopp,eddie howe
2023-2024_1720,2023-2024,20,WHU,BHA,david moyes,roberto de zerbi
2023-2024_1721,2023-2024,21,BUR,LUT,vincent kompany,rob edwards
2023-2024_1722,2023-2024,21,CHE,FUL,mauricio pochettino,marco silva
2023-2024_1723,2023-2024,21,NEW,MCI,eddie howe,pep guardiola
2023-2024_1724,2023-2024,21,EVE,AVL,sean dyche,unai emery
2023-2024_1725,2023-2024,21,MUN,TOT,erik ten hag,ange postecoglou
2023-2024_1726,2023-2024,21,ARS,CRY,mikel arteta,roy hodgson
2023-2024_1727,2023-2024,21,BRE,NFO,thomas frank,nuno espirito santo
2023-2024_1728,2023-2024,21,SHU,WHU,chris wilder,david moyes
2023-2024_1729,2023-2024,21,BOU,LIV,andoni iraola,jurgen klopp
2023-2024_1730,2023-2024,21,BHA,WOL,roberto de zerbi,gary o'neil
2023-2024_1731,2023-2024,22,NFO,ARS,nuno espirito santo,mikel arteta
2023-2024_1732,2023-2024,22,LUT,BHA,rob edwards,roberto de zerbi
2023-2024_1733,2023-2024,22,FUL,EVE,marco silva,sean dyche
2023-2024_1734,2023-2024,22,CRY,SHU,roy hodgson,chris wilder
2023-2024_1735,2023-2024,22,AVL,NEW,unai emery,eddie howe
2023-2024_1736,2023-2024,22,MCI,BUR,pep guardiola,vincent kompany
2023-2024_1737,2023-2024,22,TOT,BRE,ange postecoglou,thomas frank
2023-2024_1738,2023-2024,22,LIV,CHE,jurgen klopp,mauricio pochettino
2023-2024_1739,2023-2024,22,WHU,BOU,david moyes,andoni iraola
2023-2024_1740,2023-2024,22,WOL,MUN,gary o'neil,erik ten hag
2023-2024_1741,2023-2024,23,EVE,TOT,sean dyche,ange postecoglou
2023-2024_1742,2023-2024,23,BHA,CRY,roberto de zerbi,roy hodgson
2023-2024_1743,2023-2024,23,BUR,FUL,vincent kompany,marco silva
2023-2024_1744,2023-2024,23,NEW,LUT,eddie howe,rob edwards
2023-2024_1745,2023-2024,23,SHU,AVL,chris wilder,unai emery
2023-2024_1746,2023-2024,23,BOU,NFO,andoni iraola,nuno espirito santo
2023-2024_1747,2023-2024,23,CHE,WOL,mauricio pochettino,gary o'neil
2023-2024_1748,2023-2024,23,MUN,WHU,erik ten hag,david moyes
2023-2024_1749,2023-2024,23,ARS,LIV,mikel arteta,jurgen klopp
2023-2024_1750,2023-2024,23,BRE,MCI,thomas frank,pep guardiola
2023-2024_1751,2023-2024,24,MCI,EVE,pep guardiola,sean dyche
2023-2024_1752,2023-2024,24,FUL,BOU,marco silva,andoni iraola
2023-2024_1753,2023-2024,24,LIV,BUR,jurgen klopp,vincent kompany
2023-2024_1754,2023-2024,24,LUT,SHU,rob edwards,chris wilder
2023-2024_1755,2023-2024,24,TOT,BHA,ange postecoglou,roberto de zerbi
2023-2024_1756,2023-2024,24,WOL,BRE,gary o'neil,thomas frank
2023-2024_1757,2023-2024,24,NFO,NEW,nuno espirito santo,eddie howe
2023-2024_1758,2023-2024,24,WHU,ARS,david moyes,mikel arteta
2023-2024_1759,2023-2024,24,AVL,MUN,unai emery,erik ten hag
2023-2024_1760,2023-2024,24,CRY,CHE,roy hodgson,mauricio pochettino
2023-2024_1761,2023-2024,25,BRE,LIV,thomas frank,jurgen klopp
2023-2024_1762,2023-2024,25,BUR,ARS,vincent kompany,mikel arteta
2023-2024_1763,2023-2024,25,FUL,AVL,marco silva,unai emery
2023-2024_1764,2023-2024,25,NEW,BOU,eddie howe,andoni iraola
2023-2024_1765,2023-2024,25,NFO,WHU,nuno espirito santo,david moyes
2023-2024_1766,2023-2024,25,TOT,WOL,ange postecoglou,gary o'neil
2023-2024_1767,2023-2024,25,MCI,CHE,pep guardiola,mauricio pochettino
2023-2024_1768,2023-2024,25,SHU,BHA,chris wilder,roberto de zerbi
2023-2024_1769,2023-2024,25,LUT,MUN,rob edwards,erik ten hag
2023-2024_1770,2023-2024,25,EVE,CRY,sean dyche,ray lewington
2023-2024_1771,2023-2024,26,LIV,LUT,jurgen klopp,rob edwards
2023-2024_1772,2023-2024,26,AVL,NFO,unai emery,nuno espirito santo
2023-2024_1773,2023-2024,26,BHA,EVE,roberto de zerbi,sean dyche
2023-2024_1774,2023-2024,26,CRY,BUR,oliver glasner,vincent kompany
2023-2024_1775,2023-2024,26,MUN,FUL,erik ten hag,marco silva
2023-2024_1776,2023-2024,26,BOU,MCI,andoni iraola,pep guardiola
2023-2024_1777,2023-2024,26,ARS,NEW,mikel arteta,eddie howe
2023-2024_1778,2023-2024,26,WOL,SHU,gary o'neil,chris wilder
2023-2024_1779,2023-2024,26,WHU,BRE,david moyes,thomas frank
2023-2024_1780,2023-2024,26,CHE,TOT,mauricio pochettino,ange postecoglou
2023-2024_1781,2023-2024,27,BRE,CHE,thomas frank,mauricio pochettino
2023-2024_1782,2023-2024,27,EVE,WHU,sean dyche,david moyes
2023-2024_1783,2023-2024,27,FUL,BHA,marco silva,roberto de zerbi
2023-2024_1784,2023-2024,27,NEW,WOL,eddie howe,gary o'neil
2023-2024_1785,2023-2024,27,NFO,LIV,nuno espirito santo,jurgen klopp
2023-2024_1786,2023-2024,27,TOT,CRY,ange postecoglou,oliver glasner
2023-2024_1787,2023-2024,27,LUT,AVL,rob edwards,unai emery
2023-2024_1788,2023-2024,27,BUR,BOU,vincent kompany,andoni iraola
2023-2024_1789,2023-2024,27,MCI,MUN,pep guardiola,erik ten hag
2023-2024_1790,2023-2024,27,SHU,ARS,chris wilder,mikel arteta
2023-2024_1791,2023-2024,28,MUN,EVE,erik ten hag,sean dyche
2023-2024_1792,2023-2024,28,BOU,SHU,andoni iraola,chris wilder
2023-2024_1793,2023-2024,28,CRY,LUT,oliver glasner,rob edwards
2023-2024_1794,2023-2024,28,WOL,FUL,gary o'neil,marco silva
2023-2024_1795,2023-2024,28,ARS,BRE,mikel arteta,thomas frank
2023-2024_1796,2023-2024,28,AVL,TOT,unai emery,ange postecoglou
2023-2024_1797,2023-2024,28,BHA,NFO,roberto de zerbi,nuno espirito santo
2023-2024_1798,2023-2024,28,WHU,BUR,david moyes,vincent kompany
2023-2024_1799,2023-2024,28,LIV,MCI,jurgen klopp,pep guardiola
2023-2024_1800,2023-2024,28,CHE,NEW,mauricio pochettino,eddie howe
2023-2024_1801,2023-2024,29,BUR,BRE,vincent kompany,thomas frank
2023-2024_1802,2023-2024,29,LUT,NFO,rob edwards,nuno espirito santo
2023-2024_1803,2023-2024,29,FUL,TOT,marco silva,ange postecoglou
2023-2024_1804,2023-2024,29,WHU,AVL,david moyes,unai emery
2023-2024_1805,2023-2024,29,ARS,CHE,mikel arteta,mauricio pochettino
2023-2024_1806,2023-2024,29,WOL,BOU,gary o'neil,andoni iraola
2023-2024_1807,2023-2024,29,CRY,NEW,oliver glasner,eddie howe
2023-2024_1808,2023-2024,29,EVE,LIV,sean dyche,jurgen klopp
2023-2024_1809,2023-2024,29,MUN,SHU,erik ten hag,chris wilder
2023-2024_1810,2023-2024,29,BHA,MCI,roberto de zerbi,pep guardiola
2023-2024_1811,2023-2024,30,NEW,WHU,eddie howe,david moyes
2023-2024_1812,2023-2024,30,BOU,EVE,andoni iraola,sean dyche
2023-2024_1813,2023-2024,30,CHE,BUR,mauricio pochettino,vincent kompany
2023-2024_1814,2023-2024,30,NFO,CRY,nuno espirito santo,oliver glasner
2023-2024_1815,2023-2024,30,SHU,FUL,chris wilder,marco silva
2023-2024_1816,2023-2024,30,TOT,LUT,ange postecoglou,rob edwards
2023-2024_1817,2023-2024,30,AVL,WOL,unai emery,gary o'neil
2023-2024_1818,2023-2024,30,BRE,MUN,thomas frank,erik ten hag
2023-2024_1819,2023-2024,30,LIV,BHA,jurgen klopp,roberto de zerbi
2023-2024_1820,2023-2024,30,MCI,ARS,pep guardiola,mikel arteta
2023-2024_1821,2023-2024,31,NFO,FUL,nuno espirito santo,marco silva
2023-2024_1822,2023-2024,31,NEW,EVE,eddie howe,sean dyche
2023-2024_1823,2023-2024,31,BOU,CRY,andoni iraola,oliver glasner
2023-2024_1824,2023-2024,31,BUR,WOL,vincent kompany,gary o'neil
2023-2024_1825,2023-2024,31,WHU,TOT,david moyes,ange postecoglou
2023-2024_1826,2023-2024,31,ARS,LUT,mikel arteta,rob edwards
2023-2024_1827,2023-2024,31,BRE,BHA,thomas frank,roberto de zerbi
2023-2024_1828,2023-2024,31,MCI,AVL,pep guardiola,unai emery
2023-2024_1829,2023-2024,31,LIV,SHU,jurgen klopp,chris wilder
2023-2024_1830,2023-2024,31,CHE,MUN,mauricio pochettino,erik ten hag
2023-2024_1831,2023-2024,32,CRY,MCI,oliver glasner,pep guardiola
2023-2024_1832,2023-2024,32,AVL,BRE,unai emery,thomas frank
2023-2024_1833,2023-2024,32,EVE,BUR,sean dyche,vincent kompany
2023-2024_1834,2023-2024,32,FUL,NEW,marco silva,eddie howe
2023-2024_1835,2023-2024,32,LUT,BOU,rob edwards,andoni iraola
2023-2024_1836,2023-2024,32,WOL,WHU,gary o'neil,david moyes
2023-2024_1837,2023-2024,32,BHA,ARS,roberto de zerbi,mikel arteta
2023-2024_1838,2023-2024,32,MUN,LIV,erik ten hag,jurgen klopp
2023-2024_1839,2023-2024,32,SHU,CHE,chris wilder,mauricio pochettino
2023-2024_1840,2023-2024,32,TOT,NFO,ange postecoglou,nuno espirito santo
2023-2024_1841,2023-2024,33,NEW,TOT,eddie howe,ange postecoglou
2023-2024_1842,2023-2024,33,BRE,SHU,thomas frank,chris wilder
2023-2024_1843,2023-2024,33,BUR,BHA,vincent kompany,roberto de zerbi
2023-2024_1844,2023-2024,33,MCI,LUT,pep guardiola,rob edwards
2023-2024_1845,2023-2024,33,NFO,WOL,nuno espirito santo,gary o'neil
2023-2024_1846,2023-2024,33,BOU,MUN,andoni iraola,erik ten hag
2023-2024_1847,2023-2024,33,LIV,CRY,jurgen klopp,oliver glasner
2023-2024_1848,2023-2024,33,WHU,FUL,david moyes,marco silva
2023-2024_1849,2023-2024,33,ARS,AVL,mikel arteta,unai emery
2023-2024_1850,2023-2024,33,CHE,EVE,mauricio pochettino,sean dyche
2023-2024_1851,2023-2024,34,LUT,BRE,rob edwards,thomas frank
2023-2024_1852,2023-2024,34,SHU,BUR,chris wilder,vincent kompany
2023-2024_1853,2023-2024,34,WOL,ARS,gary o'neil,mikel arteta
2023-2024_1854,2023-2024,34,EVE,NFO,sean dyche,nuno espirito santo
2023-2024_1855,2023-2024,34,AVL,BOU,unai emery,andoni iraola
2023-2024_1856,2023-2024,34,CRY,WHU,oliver glasner,david moyes
2023-2024_1857,2023-2024,34,FUL,LIV,marco silva,jurgen klopp
2023-2024_1858,2023-2024,34,TOT,MCI,ange postecoglou,pep guardiola
2023-2024_1859,2023-2024,34,BHA,CHE,roberto de zerbi,mauricio pochettino
2023-2024_1860,2023-2024,34,MUN,NEW,erik ten hag,eddie howe
2023-2024_1861,2023-2024,35,WHU,LIV,david moyes,jurgen klopp
2023-2024_1862,2023-2024,35,FUL,CRY,marco silva,oliver glasner
2023-2024_1863,2023-2024,35,MUN,BUR,erik ten hag,vincent kompany
2023-2024_1864,2023-2024,35,NEW,SHU,eddie howe,chris wilder
2023-2024_1865,2023-2024,35,WOL,LUT,gary o'neil,rob edwards
2023-2024_1866,2023-2024,35,EVE,BRE,sean dyche,thomas frank
2023-2024_1867,2023-2024,35,AVL,CHE,unai emery,mauricio pochettino
2023-2024_1868,2023-2024,35,BOU,BHA,andoni iraola,roberto de zerbi
2023-2024_1869,2023-2024,35,TOT,ARS,ange postecoglou,mikel arteta
2023-2024_1870,2023-2024,35,NFO,MCI,nuno espirito santo,pep guardiola
2023-2024_1871,2023-2024,36,LUT,EVE,rob edwards,sean dyche
2023-2024_1872,2023-2024,36,ARS,BOU,mikel arteta,andoni iraola
2023-2024_1873,2023-2024,36,BRE,FUL,thomas frank,marco silva
2023-2024_1874,2023-2024,36,BUR,NEW,vincent kompany,eddie howe
2023-2024_1875,2023-2024,36,SHU,NFO,chris wilder,nuno espirito santo
2023-2024_1876,2023-2024,36,MCI,WOL,pep guardiola,gary o'neil
2023-2024_1877,2023-2024,36,BHA,AVL,roberto de zerbi,unai emery
2023-2024_1878,2023-2024,36,CHE,WHU,mauricio pochettino,david moyes
2023-2024_1879,2023-2024,36,LIV,TOT,jurgen klopp,ange postecoglou
2023-2024_1880,2023-2024,36,CRY,MUN,oliver glasner,erik ten hag
2023-2024_1881,2023-2024,37,FUL,MCI,marco silva,pep guardiola
2023-2024_1882,2023-2024,37,BOU,BRE,andoni iraola,thomas frank
2023-2024_1883,2023-2024,37,EVE,SHU,sean dyche,chris wilder
2023-2024_1884,2023-2024,37,NEW,BHA,eddie howe,roberto de zerbi
2023-2024_1885,2023-2024,37,TOT,BUR,ange postecoglou,vincent kompany
2023-2024_1886,2023-2024,37,WHU,LUT,david moyes,rob edwards
2023-2024_1887,2023-2024,37,WOL,CRY,gary o'neil,oliver glasner
2023-2024_1888,2023-2024,37,NFO,CHE,nuno espirito santo,mauricio pochettino
2023-2024_1889,2023-2024,37,MUN,ARS,erik ten hag,mikel arteta
2023-2024_1890,2023-2024,37,AVL,LIV,unai emery,jurgen klopp
2023-2024_1891,2023-2024,38,ARS,EVE,mikel arteta,sean dyche
2023-2024_1892,2023-2024,38,BRE,NEW,thomas frank,eddie howe
2023-2024_1893,2023-2024,38,BHA,MUN,roberto de zerbi,erik ten hag
2023-2024_1894,2023-2024,38,BUR,NFO,vincent kompany,nuno espirito santo
2023-2024_1895,2023-2024,38,CHE,BOU,mauricio pochettino,andoni iraola
2023-2024_1896,2023-2024,38,CRY,AVL,oliver glasner,unai emery
2023-2024_1897,2023-2024,38,LIV,WOL,jurgen klopp,gary o'neil
2023-2024_1898,2023-2024,38,LUT,FUL,rob edwards,marco silva
2023-2024_1899,2023-2024,38,MCI,WHU,pep guardiola,david moyes
2023-2024_1900,2023-2024,38,SHU,TOT,chris wilder,ange postecoglou
2024-2025_1901,2024-2025,1,MUN,FUL,erik ten hag,marco silva
2024-2025_1902,2024-2025,1,IPS,LIV,kieran mckenna,arne slot
2024-2025_1903,2024-2025,1,ARS,WOL,mikel arteta,gary o'neil
2024-2025_1904,2024-2025,1,EVE,BHA,sean dyche,fabian hurzeler
2024-2025_1905,2024-2025,1,NEW,SOU,eddie howe,russell martin
2024-2025_1906,2024-2025,1,NFO,BOU,nuno espirito santo,andoni iraola
2024-2025_1907,2024-2025,1,WHU,AVL,julen lopetegui,unai emery
2024-2025_1908,2024-2025,1,BRE,CRY,thomas frank,oliver glasner
2024-2025_1909,2024-2025,1,CHE,MCI,enzo maresca,pep guardiola
2024-2025_1910,2024-2025,1,LEI,TOT,steve cooper,ange postecoglou
2024-2025_1911,2024-2025,2,BHA,MUN,fabian hurzeler,erik ten hag
2024-2025_1912,2024-2025,2,CRY,WHU,oliver glasner,julen lopetegui
2024-2025_1913,2024-2025,2,FUL,LEI,marco silva,steve cooper
2024-2025_1914,2024-2025,2,MCI,IPS,pep guardiola,kieran mckenna
2024-2025_1915,2024-2025,2,SOU,NFO,russell martin,nuno espirito santo
2024-2025_1916,2024-2025,2,TOT,EVE,ange postecoglou,sean dyche
2024-2025_1917,2024-2025,2,AVL,ARS,unai emery,mikel arteta
2024-2025_1918,2024-2025,2,BOU,NEW,andoni iraola,eddie howe
2024-2025_1919,2024-2025,2,WOL,CHE,gary o'neil,enzo maresca
2024-2025_1920,2024-2025,2,LIV,BRE,arne slot,thomas frank
2024-2025_1921,2024-2025,3,ARS,BHA,mikel arteta,fabian hurzeler
2024-2025_1922,2024-2025,3,BRE,SOU,thomas frank,russell martin
2024-2025_1923,2024-2025,3,EVE,BOU,sean dyche,andoni iraola
2024-2025_1924,2024-2025,3,IPS,FUL,kieran mckenna,marco silva
2024-2025_1925,2024-2025,3,LEI,AVL,steve cooper,unai emery
2024-2025_1926,2024-2025,3,NFO,WOL,nuno espirito santo,gary o'neil
2024-2025_1927,2024-2025,3,WHU,MCI,julen lopetegui,pep guardiola
2024-2025_1928,2024-2025,3,CHE,CRY,enzo maresca,oliver glasner
2024-2025_1929,2024-2025,3,NEW,TOT,eddie howe,ange postecoglou
2024-2025_1930,2024-2025,3,MUN,LIV,erik ten hag,arne slot
2024-2025_1931,2024-2025,4,SOU,MUN,russell martin,erik ten hag
2024-2025_1932,2024-2025,4,BHA,IPS,fabian hurzeler,kieran mckenna
2024-2025_1933,2024-2025,4,CRY,LEI,oliver glasner,steve cooper
2024-2025_1934,2024-2025,4,FUL,WHU,marco silva,julen lopetegui
2024-2025_1935,2024-2025,4,LIV,NFO,arne slot,nuno espirito santo
2024-2025_1936,2024-2025,4,MCI,BRE,pep guardiola,thomas frank
2024-2025_1937,2024-2025,4,AVL,EVE,unai emery,sean dyche
2024-2025_1938,2024-2025,4,BOU,CHE,andoni iraola,enzo maresca
2024-2025_1939,2024-2025,4,TOT,ARS,ange postecoglou,mikel arteta
2024-2025_1940,2024-2025,4,WOL,NEW,gary o'neil,eddie howe
2024-2025_1941,2024-2025,5,WHU,CHE,julen lopetegui,enzo maresca
2024-2025_1942,2024-2025,5,AVL,WOL,unai emery,gary o'neil
2024-2025_1943,2024-2025,5,FUL,NEW,marco silva,eddie howe
2024-2025_1944,2024-2025,5,LEI,EVE,steve cooper,sean dyche
2024-2025_1945,2024-2025,5,LIV,BOU,arne slot,andoni iraola
2024-2025_1946,2024-2025,5,SOU,IPS,russell martin,kieran mckenna
2024-2025_1947,2024-2025,5,TOT,BRE,ange postecoglou,thomas frank
2024-2025_1948,2024-2025,5,CRY,MUN,oliver glasner,erik ten hag
2024-2025_1949,2024-2025,5,BHA,NFO,fabian hurzeler,nuno espirito santo
2024-2025_1950,2024-2025,5,MCI,ARS,pep guardiola,mikel arteta
2024-2025_1951,2024-2025,6,NEW,MCI,eddie howe,pep guardiola
2024-2025_1952,2024-2025,6,ARS,LEI,mikel arteta,steve cooper
2024-2025_1953,2024-2025,6,BRE,WHU,thomas frank,julen lopetegui
2024-2025_1954,2024-2025,6,CHE,BHA,enzo maresca,fabian hurzeler
2024-2025_1955,2024-2025,6,EVE,CRY,sean dyche,oliver glasner
2024-2025_1956,2024-2025,6,NFO,FUL,nuno espirito santo,marco silva
2024-2025_1957,2024-2025,6,WOL,LIV,gary o'neil,arne slot
2024-2025_1958,2024-2025,6,IPS,AVL,kieran mckenna,unai emery
2024-2025_1959,2024-2025,6,MUN,TOT,erik ten hag,ange postecoglou
2024-2025_1960,2024-2025,6,BOU,SOU,andoni iraola,russell martin
2024-2025_1961,2024-2025,7,CRY,LIV,oliver glasner,arne slot
2024-2025_1962,2024-2025,7,ARS,SOU,mikel arteta,russell martin
2024-2025_1963,2024-2025,7,BRE,WOL,thomas frank,gary o'neil
2024-2025_1964,2024-2025,7,LEI,BOU,steve cooper,andoni iraola
2024-2025_1965,2024-2025,7,MCI,FUL,pep guardiola,marco silva
2024-2025_1966,2024-2025,7,WHU,IPS,julen lopetegui,kieran mckenna
2024-2025_1967,2024-2025,7,EVE,NEW,sean dyche,eddie howe
2024-2025_1968,2024-2025,7,AVL,MUN,unai emery,erik ten hag
2024-2025_1969,2024-2025,7,CHE,NFO,enzo maresca,nuno espirito santo
2024-2025_1970,2024-2025,7,BHA,TOT,fabian hurzeler,ange postecoglou
2024-2025_1971,2024-2025,8,TOT,WHU,ange postecoglou,julen lopetegui
2024-2025_1972,2024-2025,8,FUL,AVL,marco silva,unai emery
2024-2025_1973,2024-2025,8,IPS,EVE,kieran mckenna,sean dyche
